card_id,account_id,customer_id,card_type,card_number,card_limit,issued_date,valid_date,card_sub_type
10945,22872,,DEBIT,4.13611E+14,,2021-09-02,2025-09-02,Visa
10946,,51023,CREDIT,7.50362E+14,6274,2021-03-27,2024-03-27,Reward
10947,28739,,DEBIT,3.65934E+15,,2022-02-10,2026-02-10,Discover
10948,20441,,DEBIT,3.99526E+15,,2023-03-19,2027-03-19,Discover
10949,,87054,CREDIT,8.24344E+15,5736,2021-04-05,2024-04-05,Reward
10950,,41491,CREDIT,6.24919E+15,2539,2023-05-15,2026-05-15,Shopping
10951,,14760,CREDIT,5.98369E+15,3837,2021-08-18,2024-08-18,Reward
10952,,35289,CREDIT,3.00443E+15,3034,2022-04-14,2025-04-14,Reward
10953,,73958,CREDIT,5.14852E+15,5980,2022-04-15,2025-04-15,Business
10954,,71960,CREDIT,5.63582E+15,4733,2023-02-02,2026-02-02,Reward
10955,22864,,DEBIT,7.90997E+14,,2021-02-10,2025-02-10,MasterCard
10956,24148,,DEBIT,4.56032E+15,,2021-11-23,2025-11-23,MasterCard
10957,28333,,DEBIT,9.12293E+15,,2022-07-29,2026-07-29,American Express
10958,14731,,DEBIT,1.85572E+15,,2021-11-18,2025-11-18,UnionPay
10959,,23954,CREDIT,5.53944E+15,4470,2021-08-13,2024-08-13,Business
10960,10018,,DEBIT,8.19964E+15,,2022-12-21,2026-12-21,Discover
10961,,44596,CREDIT,7.76646E+15,3691,2021-01-11,2024-01-11,Reward
10962,2998,,DEBIT,1.12724E+15,,2023-05-23,2027-05-23,MasterCard
10963,16166,,DEBIT,1.54386E+15,,2022-11-23,2026-11-23,Visa
10964,29405,,DEBIT,5.31691E+15,,2022-09-02,2026-09-02,American Express
10965,,86127,CREDIT,1.25147E+15,7770,2021-02-06,2024-02-06,Reward
10966,,81333,CREDIT,8.81308E+15,9993,2022-04-11,2025-04-11,Travel
10967,,1320,CREDIT,5.83618E+15,5038,2021-07-16,2024-07-16,Business
10968,7619,,DEBIT,9.32834E+15,,2020-07-28,2024-07-28,UnionPay
10969,17650,,DEBIT,5.70215E+15,,2022-06-15,2026-06-15,UnionPay
10970,25653,,DEBIT,8.06132E+15,,2020-07-14,2024-07-14,Discover
10971,24620,,DEBIT,2.09893E+14,,2023-01-04,2027-01-04,Discover
10972,26615,,DEBIT,8.58746E+14,,2023-05-15,2027-05-15,MasterCard
10973,,71592,CREDIT,8.80566E+15,7427,2022-05-28,2025-05-28,Reward
10974,2542,,DEBIT,7.87732E+15,,2022-08-30,2026-08-30,Discover
10975,14193,,DEBIT,6.61307E+14,,2022-10-05,2026-10-05,Visa
10976,11025,,DEBIT,6.2857E+15,,2022-02-04,2026-02-04,Discover
10977,12410,,DEBIT,1.5656E+15,,2023-03-20,2027-03-20,Visa
10978,17015,,DEBIT,3.92909E+15,,2023-05-03,2027-05-03,Visa
10979,,70255,CREDIT,1.95924E+14,3567,2020-08-16,2023-08-16,Business
10980,,90241,CREDIT,1.28051E+15,4972,2021-12-19,2024-12-19,Travel
10981,21388,,DEBIT,4.1509E+15,,2021-04-04,2025-04-04,Visa
10982,24893,,DEBIT,8.58145E+15,,2022-10-12,2026-10-12,MasterCard
10983,347,,DEBIT,9.64044E+15,,2022-02-26,2026-02-26,Visa
10984,18758,,DEBIT,6.29789E+15,,2023-06-11,2027-06-11,MasterCard
10985,,63803,CREDIT,9.56105E+15,3534,2023-03-28,2026-03-28,Travel
10986,,52261,CREDIT,4.24952E+15,5652,2021-04-29,2024-04-29,Business
10987,27503,,DEBIT,1.21922E+15,,2020-07-12,2024-07-12,MasterCard
10988,13883,,DEBIT,1.46607E+15,,2021-10-28,2025-10-28,UnionPay
10989,30674,,DEBIT,5.9487E+15,,2022-12-14,2026-12-14,Discover
10990,8282,,DEBIT,7.67094E+15,,2023-05-06,2027-05-06,MasterCard
10991,,61863,CREDIT,6.04449E+15,4498,2021-12-28,2024-12-28,Shopping
10992,,29440,CREDIT,9.00488E+15,7117,2021-09-12,2024-09-12,Shopping
10993,,7014,CREDIT,9.89386E+15,9737,2021-05-01,2024-05-01,Travel
10994,15622,,DEBIT,6.69799E+15,,2023-02-08,2027-02-08,MasterCard
10995,20395,,DEBIT,3.03328E+15,,2022-01-28,2026-01-28,Discover
10996,10257,,DEBIT,1.1284E+15,,2023-02-27,2027-02-27,MasterCard
10997,,87281,CREDIT,9.26161E+15,9199,2021-08-17,2024-08-17,Reward
10998,29630,,DEBIT,3.32448E+15,,2022-07-03,2026-07-03,American Express
10999,2739,,DEBIT,3.18456E+15,,2023-02-11,2027-02-11,Visa
11000,,39047,CREDIT,8.60756E+15,3031,2023-05-29,2026-05-29,Business
11001,1494,,DEBIT,2.72942E+15,,2022-10-15,2026-10-15,Discover
11002,,64652,CREDIT,3.65807E+15,8727,2022-12-01,2025-12-01,Shopping
11003,13684,,DEBIT,2.23002E+15,,2020-09-12,2024-09-12,MasterCard
11004,5655,,DEBIT,3.61061E+14,,2023-04-08,2027-04-08,Discover
11005,21103,,DEBIT,6.72317E+15,,2023-05-30,2027-05-30,UnionPay
11006,19407,,DEBIT,3.18107E+15,,2020-12-17,2024-12-17,MasterCard
11007,,34528,CREDIT,9.17012E+15,4581,2021-12-02,2024-12-02,Business
11008,,46192,CREDIT,9.29649E+15,3755,2020-09-23,2023-09-23,Business
11009,,81432,CREDIT,5.53616E+15,9610,2023-04-02,2026-04-02,Business
11010,,94894,CREDIT,4.64118E+15,9717,2022-11-30,2025-11-30,Travel
11011,,12530,CREDIT,5.49581E+14,7637,2020-12-07,2023-12-07,Shopping
11012,17261,,DEBIT,5.37088E+15,,2021-09-11,2025-09-11,MasterCard
11013,,79869,CREDIT,4.33405E+15,4733,2022-11-26,2025-11-26,Business
11014,,26425,CREDIT,1.40654E+15,7905,2022-01-04,2025-01-04,Shopping
11015,31186,,DEBIT,5.24662E+15,,2022-10-14,2026-10-14,Discover
11016,20311,,DEBIT,8.56952E+15,,2021-01-06,2025-01-06,American Express
11017,31697,,DEBIT,7.72303E+15,,2021-07-03,2025-07-03,Discover
11018,21419,,DEBIT,2.79989E+15,,2022-06-17,2026-06-17,American Express
11019,,52423,CREDIT,3.43243E+15,6116,2021-11-19,2024-11-19,Reward
11020,,99869,CREDIT,9.26449E+15,6364,2022-05-19,2025-05-19,Business
11021,2925,,DEBIT,1.30628E+15,,2021-08-30,2025-08-30,MasterCard
11022,,22949,CREDIT,1.68641E+15,6791,2021-07-14,2024-07-14,Reward
11023,,22117,CREDIT,8.60959E+15,2202,2021-05-08,2024-05-08,Travel
11024,2603,,DEBIT,6.51184E+15,,2020-09-08,2024-09-08,Visa
11025,10638,,DEBIT,9.84122E+15,,2022-12-30,2026-12-30,Visa
11026,,18859,CREDIT,2.98644E+15,2241,2021-02-12,2024-02-12,Travel
11027,29849,,DEBIT,8.81804E+15,,2023-03-22,2027-03-22,UnionPay
11028,,74521,CREDIT,9.92911E+15,4616,2023-04-04,2026-04-04,Travel
11029,,29998,CREDIT,8.55388E+15,3502,2022-08-06,2025-08-06,Reward
11030,,117,CREDIT,3.60506E+15,3792,2022-09-12,2025-09-12,Reward
11031,30383,,DEBIT,2.77587E+15,,2022-09-22,2026-09-22,UnionPay
11032,22878,,DEBIT,9.04787E+15,,2021-06-21,2025-06-21,MasterCard
11033,,69399,CREDIT,3.76812E+15,5637,2021-08-26,2024-08-26,Shopping
11034,5102,,DEBIT,5.67614E+15,,2020-08-09,2024-08-09,American Express
11035,,40612,CREDIT,5.37442E+15,5784,2021-08-18,2024-08-18,Shopping
11036,,14091,CREDIT,1.76872E+15,8930,2022-03-07,2025-03-07,Travel
11037,16308,,DEBIT,7.86452E+15,,2023-02-08,2027-02-08,UnionPay
11038,28021,,DEBIT,1.51166E+15,,2020-08-18,2024-08-18,Discover
11039,,94058,CREDIT,5.26097E+15,8824,2021-04-28,2024-04-28,Travel
11040,15044,,DEBIT,8.34729E+15,,2022-07-21,2026-07-21,MasterCard
11041,31369,,DEBIT,1.77314E+15,,2021-07-30,2025-07-30,MasterCard
11042,316,,DEBIT,3.68288E+15,,2021-10-16,2025-10-16,MasterCard
11043,25354,,DEBIT,5.75681E+15,,2022-02-06,2026-02-06,American Express
11044,,28538,CREDIT,8.27843E+15,9145,2022-03-03,2025-03-03,Travel
11045,18583,,DEBIT,6.48985E+15,,2021-05-31,2025-05-31,MasterCard
11046,5175,,DEBIT,5.88282E+15,,2021-08-26,2025-08-26,MasterCard
11047,,23781,CREDIT,4.52382E+15,6732,2021-08-05,2024-08-05,Travel
11048,,89792,CREDIT,7.19273E+15,8898,2023-04-04,2026-04-04,Shopping
11049,,98023,CREDIT,9.50936E+15,3380,2023-03-12,2026-03-12,Reward
11050,12693,,DEBIT,6.52286E+15,,2022-12-19,2026-12-19,Visa
11051,,19426,CREDIT,9.15423E+15,6645,2020-10-12,2023-10-12,Shopping
11052,,64773,CREDIT,2.43839E+15,6516,2020-11-04,2023-11-04,Reward
11053,24178,,DEBIT,1.179E+15,,2022-10-17,2026-10-17,UnionPay
11054,33210,,DEBIT,9.64959E+15,,2021-01-30,2025-01-30,Visa
11055,,79195,CREDIT,9.2023E+15,9884,2021-10-06,2024-10-06,Shopping
11056,27587,,DEBIT,1.13196E+15,,2023-01-16,2027-01-16,MasterCard
11057,22930,,DEBIT,8.15256E+15,,2023-04-02,2027-04-02,UnionPay
11058,,61904,CREDIT,7.46557E+15,7596,2022-10-25,2025-10-25,Shopping
11059,17929,,DEBIT,8.63434E+14,,2023-01-25,2027-01-25,Visa
11060,9553,,DEBIT,2.15828E+15,,2022-10-17,2026-10-17,Discover
11061,,60143,CREDIT,5.53872E+15,2296,2023-02-01,2026-02-01,Shopping
11062,18357,,DEBIT,9.80778E+15,,2023-05-21,2027-05-21,MasterCard
11063,15400,,DEBIT,2.04718E+15,,2022-05-25,2026-05-25,American Express
11064,,32752,CREDIT,5.76025E+15,3020,2023-03-20,2026-03-20,Travel
11065,,23623,CREDIT,3.9367E+15,6071,2021-07-17,2024-07-17,Business
11066,9775,,DEBIT,8.21615E+15,,2023-03-28,2027-03-28,MasterCard
11067,,2131,CREDIT,3.28302E+14,3331,2020-12-30,2023-12-30,Travel
11068,,55056,CREDIT,7.75045E+15,3274,2020-10-03,2023-10-03,Business
11069,13861,,DEBIT,7.86777E+15,,2022-10-10,2026-10-10,MasterCard
11070,30540,,DEBIT,3.45265E+15,,2022-01-27,2026-01-27,UnionPay
11071,4717,,DEBIT,1.3041E+15,,2020-08-27,2024-08-27,American Express
11072,,78767,CREDIT,3.74748E+15,4570,2021-06-10,2024-06-10,Shopping
11073,,11347,CREDIT,6.3001E+15,2328,2023-04-08,2026-04-08,Reward
11074,10444,,DEBIT,9.4161E+15,,2021-06-04,2025-06-04,UnionPay
11075,,91974,CREDIT,3.52835E+14,9270,2022-12-02,2025-12-02,Reward
11076,31757,,DEBIT,8.37887E+15,,2021-03-27,2025-03-27,Discover
11077,2983,,DEBIT,8.87121E+15,,2022-12-05,2026-12-05,UnionPay
11078,,95123,CREDIT,5.02323E+14,7486,2021-12-20,2024-12-20,Travel
11079,,83282,CREDIT,7.43076E+15,4009,2022-10-26,2025-10-26,Travel
11080,,16418,CREDIT,4.5553E+15,5290,2021-05-22,2024-05-22,Travel
11081,11328,,DEBIT,6.77961E+15,,2020-11-14,2024-11-14,UnionPay
11082,21696,,DEBIT,8.37231E+15,,2021-01-21,2025-01-21,Visa
11083,,50936,CREDIT,6.65299E+15,7311,2021-11-07,2024-11-07,Travel
11084,,66848,CREDIT,6.22766E+14,5407,2020-11-26,2023-11-26,Reward
11085,20862,,DEBIT,2.74435E+15,,2022-09-17,2026-09-17,Discover
11086,,50209,CREDIT,6.46536E+15,8483,2020-08-18,2023-08-18,Reward
11087,,26129,CREDIT,6.55298E+15,2319,2022-07-14,2025-07-14,Reward
11088,,12549,CREDIT,4.93303E+14,6298,2021-03-08,2024-03-08,Business
11089,,1339,CREDIT,2.69023E+15,2985,2020-10-08,2023-10-08,Reward
11090,,47572,CREDIT,2.65785E+15,4257,2021-12-28,2024-12-28,Travel
11091,,50811,CREDIT,1.4144E+15,4155,2023-02-27,2026-02-27,Travel
11092,19042,,DEBIT,5.23766E+15,,2022-03-16,2026-03-16,Visa
11093,,84798,CREDIT,2.89513E+15,5669,2021-10-05,2024-10-05,Business
11094,13434,,DEBIT,9.16746E+15,,2021-01-07,2025-01-07,MasterCard
11095,27218,,DEBIT,8.17569E+15,,2021-06-01,2025-06-01,Visa
11096,21536,,DEBIT,9.58575E+15,,2020-11-24,2024-11-24,Discover
11097,,86190,CREDIT,2.42548E+15,5101,2023-05-01,2026-05-01,Shopping
11098,32068,,DEBIT,7.23722E+15,,2020-12-30,2024-12-30,Visa
11099,,62086,CREDIT,1.83451E+15,8537,2022-12-08,2025-12-08,Shopping
11100,,27992,CREDIT,8.71444E+15,2134,2021-11-03,2024-11-03,Travel
11101,16134,,DEBIT,3.8503E+15,,2023-01-14,2027-01-14,Visa
11102,,70118,CREDIT,1.70376E+15,3402,2022-03-24,2025-03-24,Shopping
11103,29406,,DEBIT,9.1703E+15,,2022-04-11,2026-04-11,American Express
11104,4435,,DEBIT,8.76969E+15,,2020-09-02,2024-09-02,Visa
11105,14600,,DEBIT,9.76451E+15,,2021-11-02,2025-11-02,Discover
11106,,58857,CREDIT,6.62885E+15,6548,2021-07-30,2024-07-30,Reward
11107,18435,,DEBIT,2.08604E+15,,2022-02-28,2026-02-28,UnionPay
11108,2574,,DEBIT,5.16304E+15,,2021-09-04,2025-09-04,Visa
11109,,30878,CREDIT,3.23605E+15,7654,2021-01-19,2024-01-19,Reward
11110,2076,,DEBIT,6.18595E+15,,2022-08-12,2026-08-12,American Express
11111,11270,,DEBIT,8.21195E+15,,2022-08-11,2026-08-11,MasterCard
11112,,9957,CREDIT,3.31981E+15,3523,2022-02-15,2025-02-15,Travel
11113,,98418,CREDIT,6.85209E+15,2116,2022-10-22,2025-10-22,Reward
11114,10776,,DEBIT,9.50685E+15,,2021-04-02,2025-04-02,American Express
11115,31417,,DEBIT,3.48011E+15,,2022-09-11,2026-09-11,UnionPay
11116,,1681,CREDIT,3.88113E+15,7775,2020-10-17,2023-10-17,Business
11117,,27367,CREDIT,6.27281E+15,5433,2022-03-20,2025-03-20,Business
11118,,91021,CREDIT,7.94328E+15,8524,2021-06-19,2024-06-19,Shopping
11119,,66154,CREDIT,1.42557E+15,4562,2021-04-26,2024-04-26,Business
11120,,61892,CREDIT,6.68164E+15,3340,2020-11-06,2023-11-06,Reward
11121,,18755,CREDIT,6.14348E+15,2396,2021-12-18,2024-12-18,Business
11122,,5054,CREDIT,5.91134E+15,9577,2022-08-01,2025-08-01,Business
11123,25989,,DEBIT,6.60772E+15,,2020-08-17,2024-08-17,UnionPay
11124,28479,,DEBIT,7.88223E+15,,2020-11-08,2024-11-08,Discover
11125,,45517,CREDIT,1.82253E+14,3875,2022-03-14,2025-03-14,Shopping
11126,5144,,DEBIT,8.32822E+15,,2020-11-23,2024-11-23,American Express
11127,,35960,CREDIT,2.70574E+15,5552,2021-03-24,2024-03-24,Travel
11128,5607,,DEBIT,3.96822E+15,,2023-01-31,2027-01-31,UnionPay
11129,,60679,CREDIT,8.8679E+15,9803,2022-10-02,2025-10-02,Business
11130,,50608,CREDIT,3.17864E+15,7136,2020-12-14,2023-12-14,Travel
11131,8217,,DEBIT,6.21447E+15,,2021-09-26,2025-09-26,MasterCard
11132,20366,,DEBIT,9.72108E+13,,2023-04-28,2027-04-28,American Express
11133,,77313,CREDIT,2.74608E+15,7854,2021-06-27,2024-06-27,Business
11134,,19283,CREDIT,8.45437E+15,7440,2022-05-02,2025-05-02,Reward
11135,23972,,DEBIT,8.82528E+15,,2022-11-28,2026-11-28,MasterCard
11136,,42625,CREDIT,7.09262E+15,3531,2023-05-24,2026-05-24,Shopping
11137,148,,DEBIT,5.8343E+14,,2023-03-31,2027-03-31,American Express
11138,26823,,DEBIT,4.05224E+15,,2022-07-04,2026-07-04,American Express
11139,,76796,CREDIT,5.75423E+15,5984,2021-12-29,2024-12-29,Reward
11140,,44992,CREDIT,4.22529E+14,9636,2021-02-22,2024-02-22,Shopping
11141,26173,,DEBIT,2.82249E+15,,2021-03-09,2025-03-09,Discover
11142,,96436,CREDIT,7.32669E+15,7849,2021-10-26,2024-10-26,Travel
11143,16796,,DEBIT,6.63608E+15,,2022-01-01,2026-01-01,MasterCard
11144,1362,,DEBIT,9.57066E+15,,2022-10-13,2026-10-13,UnionPay
11145,,65004,CREDIT,2.03307E+15,6044,2021-05-17,2024-05-17,Shopping
11146,,83204,CREDIT,9.58002E+15,5357,2022-01-07,2025-01-07,Shopping
11147,7520,,DEBIT,4.62828E+15,,2020-08-08,2024-08-08,Visa
11148,,90810,CREDIT,8.67611E+15,5590,2022-08-20,2025-08-20,Business
11149,16169,,DEBIT,3.27489E+15,,2023-05-04,2027-05-04,UnionPay
11150,15422,,DEBIT,4.36924E+15,,2021-01-11,2025-01-11,American Express
11151,15353,,DEBIT,7.16546E+15,,2021-09-03,2025-09-03,Visa
11152,,63639,CREDIT,9.39158E+15,2834,2020-07-31,2023-07-31,Reward
11153,14723,,DEBIT,1.00634E+15,,2021-03-30,2025-03-30,MasterCard
11154,,42814,CREDIT,6.8024E+15,3649,2022-12-30,2025-12-30,Travel
11155,8132,,DEBIT,8.51885E+15,,2021-02-17,2025-02-17,UnionPay
11156,,6908,CREDIT,9.98688E+15,2067,2020-11-10,2023-11-10,Reward
11157,,28845,CREDIT,7.25102E+15,5857,2021-01-04,2024-01-04,Shopping
11158,,77548,CREDIT,7.87656E+15,9733,2023-04-29,2026-04-29,Business
11159,5117,,DEBIT,4.97699E+15,,2022-07-15,2026-07-15,Discover
11160,,75565,CREDIT,6.66253E+15,4009,2022-09-09,2025-09-09,Travel
11161,27637,,DEBIT,5.17284E+15,,2023-03-25,2027-03-25,UnionPay
11162,5259,,DEBIT,6.28073E+15,,2023-03-03,2027-03-03,MasterCard
11163,,86191,CREDIT,3.76265E+15,8838,2022-09-14,2025-09-14,Business
11164,,54456,CREDIT,3.43179E+14,7454,2021-06-20,2024-06-20,Reward
11165,,69764,CREDIT,8.44955E+14,5742,2021-11-16,2024-11-16,Reward
11166,,11879,CREDIT,2.51565E+14,2236,2020-10-02,2023-10-02,Travel
11167,,32156,CREDIT,8.95329E+15,2006,2022-02-16,2025-02-16,Reward
11168,,72411,CREDIT,5.08121E+15,7800,2021-06-06,2024-06-06,Shopping
11169,,48756,CREDIT,5.8353E+14,5663,2022-01-22,2025-01-22,Reward
11170,,3241,CREDIT,7.52596E+15,6587,2021-10-18,2024-10-18,Shopping
11171,29893,,DEBIT,1.93704E+15,,2021-10-16,2025-10-16,Visa
11172,8658,,DEBIT,2.72691E+15,,2021-12-10,2025-12-10,MasterCard
11173,,62786,CREDIT,1.75926E+15,4367,2022-05-15,2025-05-15,Reward
11174,,3540,CREDIT,9.57275E+15,8887,2022-12-11,2025-12-11,Shopping
11175,,27819,CREDIT,1.09589E+15,2011,2022-04-06,2025-04-06,Shopping
11176,24131,,DEBIT,1.30654E+15,,2021-12-28,2025-12-28,MasterCard
11177,32791,,DEBIT,3.68807E+15,,2021-01-16,2025-01-16,American Express
11178,30420,,DEBIT,7.49434E+15,,2023-01-15,2027-01-15,Discover
11179,10631,,DEBIT,1.97259E+15,,2020-10-23,2024-10-23,UnionPay
11180,1241,,DEBIT,2.63715E+15,,2021-11-08,2025-11-08,UnionPay
11181,20939,,DEBIT,1.41981E+15,,2020-09-24,2024-09-24,American Express
11182,25635,,DEBIT,2.63006E+15,,2021-06-05,2025-06-05,Discover
11183,28742,,DEBIT,9.92465E+13,,2021-03-04,2025-03-04,MasterCard
11184,,86444,CREDIT,5.88083E+15,8554,2021-03-13,2024-03-13,Travel
11185,26368,,DEBIT,3.37276E+15,,2020-10-23,2024-10-23,UnionPay
11186,30596,,DEBIT,4.36476E+15,,2022-01-31,2026-01-31,MasterCard
11187,9384,,DEBIT,9.47264E+15,,2021-05-26,2025-05-26,UnionPay
11188,7748,,DEBIT,4.46784E+15,,2020-08-25,2024-08-25,American Express
11189,7186,,DEBIT,2.38325E+15,,2023-04-30,2027-04-30,Discover
11190,,19082,CREDIT,1.02178E+15,3705,2020-07-01,2023-07-01,Shopping
11191,31974,,DEBIT,2.2817E+15,,2022-04-10,2026-04-10,Visa
11192,22957,,DEBIT,3.14787E+15,,2022-09-28,2026-09-28,Discover
11193,,87400,CREDIT,8.08351E+14,8388,2021-11-30,2024-11-30,Reward
11194,7450,,DEBIT,1.27321E+15,,2022-01-23,2026-01-23,MasterCard
11195,,45256,CREDIT,2.95915E+15,7080,2022-07-14,2025-07-14,Business
11196,,14839,CREDIT,1.41181E+15,6764,2021-06-29,2024-06-29,Reward
11197,,66662,CREDIT,3.85721E+15,9552,2020-11-03,2023-11-03,Shopping
11198,,29125,CREDIT,8.64043E+15,8686,2022-06-13,2025-06-13,Travel
11199,,19808,CREDIT,7.51794E+15,2363,2023-03-30,2026-03-30,Travel
11200,,75545,CREDIT,3.31733E+15,8966,2022-09-08,2025-09-08,Travel
11201,,22137,CREDIT,8.31113E+15,3569,2022-02-11,2025-02-11,Travel
11202,,21135,CREDIT,1.77599E+15,8946,2023-04-10,2026-04-10,Travel
11203,,61498,CREDIT,7.85879E+15,7173,2021-06-06,2024-06-06,Travel
11204,,44761,CREDIT,4.7365E+15,3673,2020-08-11,2023-08-11,Reward
11205,20219,,DEBIT,1.00824E+15,,2023-02-20,2027-02-20,American Express
11206,,21280,CREDIT,6.46421E+15,9539,2023-05-20,2026-05-20,Shopping
11207,17107,,DEBIT,2.58194E+15,,2023-03-22,2027-03-22,UnionPay
11208,,16372,CREDIT,8.20186E+15,6823,2022-09-14,2025-09-14,Business
11209,14979,,DEBIT,1.47648E+15,,2022-02-21,2026-02-21,MasterCard
11210,,55645,CREDIT,9.07999E+14,9319,2021-07-15,2024-07-15,Business
11211,,2685,CREDIT,5.55413E+15,3181,2021-06-08,2024-06-08,Business
11212,,35148,CREDIT,7.76869E+15,8005,2021-10-07,2024-10-07,Travel
11213,,52814,CREDIT,3.87536E+15,3999,2020-11-02,2023-11-02,Reward
11214,19252,,DEBIT,8.40494E+15,,2022-01-10,2026-01-10,American Express
11215,29185,,DEBIT,5.51551E+15,,2023-01-17,2027-01-17,American Express
11216,,85888,CREDIT,9.3318E+15,7049,2022-09-01,2025-09-01,Shopping
11217,,1899,CREDIT,6.9554E+15,8365,2022-09-23,2025-09-23,Travel
11218,27342,,DEBIT,1.17873E+15,,2021-04-10,2025-04-10,Visa
11219,,86191,CREDIT,5.87883E+15,5823,2021-07-03,2024-07-03,Travel
11220,15520,,DEBIT,4.84226E+15,,2022-09-10,2026-09-10,American Express
11221,,25374,CREDIT,9.59748E+15,7977,2021-07-26,2024-07-26,Travel
11222,,12797,CREDIT,1.58105E+15,4190,2020-11-08,2023-11-08,Reward
11223,,76707,CREDIT,1.12342E+15,7132,2023-05-28,2026-05-28,Reward
11224,,62952,CREDIT,5.6957E+15,8922,2020-12-27,2023-12-27,Travel
11225,26850,,DEBIT,9.43454E+15,,2022-04-25,2026-04-25,UnionPay
11226,30246,,DEBIT,3.28881E+14,,2020-12-07,2024-12-07,Visa
11227,20086,,DEBIT,9.0108E+14,,2020-12-15,2024-12-15,Visa
11228,,3903,CREDIT,8.98269E+15,9221,2021-03-04,2024-03-04,Business
11229,32510,,DEBIT,3.38106E+15,,2022-01-11,2026-01-11,American Express
11230,2034,,DEBIT,3.50211E+15,,2021-10-27,2025-10-27,Visa
11231,,66788,CREDIT,1.68998E+15,8796,2023-01-17,2026-01-17,Shopping
11232,,99747,CREDIT,3.24605E+15,3301,2022-11-25,2025-11-25,Shopping
11233,29859,,DEBIT,6.84095E+15,,2020-10-02,2024-10-02,Discover
11234,,80001,CREDIT,2.08443E+15,7890,2022-11-29,2025-11-29,Reward
11235,,76577,CREDIT,9.53127E+15,5031,2021-04-18,2024-04-18,Travel
11236,,69656,CREDIT,6.09249E+15,7355,2022-02-27,2025-02-27,Business
11237,,45354,CREDIT,7.58095E+15,5853,2020-07-24,2023-07-24,Business
11238,,19334,CREDIT,7.05544E+15,6439,2021-06-01,2024-06-01,Travel
11239,6733,,DEBIT,4.48907E+14,,2022-12-22,2026-12-22,Discover
11240,,98120,CREDIT,9.26648E+15,5802,2020-12-04,2023-12-04,Shopping
11241,12512,,DEBIT,4.84292E+15,,2020-07-14,2024-07-14,MasterCard
11242,,29862,CREDIT,9.64664E+15,4150,2020-08-17,2023-08-17,Shopping
11243,,89909,CREDIT,1.55304E+14,3958,2023-04-22,2026-04-22,Business
11244,9969,,DEBIT,7.61754E+15,,2020-10-10,2024-10-10,Discover
11245,,19340,CREDIT,3.76334E+15,8220,2022-01-08,2025-01-08,Travel
11246,19635,,DEBIT,8.4992E+15,,2022-07-13,2026-07-13,Discover
11247,19339,,DEBIT,2.85552E+15,,2021-01-24,2025-01-24,Visa
11248,,37781,CREDIT,5.90746E+15,9276,2021-10-15,2024-10-15,Shopping
11249,,91631,CREDIT,9.79801E+14,4434,2022-12-26,2025-12-26,Shopping
11250,,65902,CREDIT,2.25328E+15,9974,2020-12-03,2023-12-03,Business
11251,,50838,CREDIT,3.74896E+15,4606,2021-10-24,2024-10-24,Shopping
11252,,92133,CREDIT,7.72099E+15,9325,2022-04-06,2025-04-06,Shopping
11253,,85347,CREDIT,6.53209E+15,4550,2021-02-06,2024-02-06,Reward
11254,11735,,DEBIT,9.78423E+15,,2021-08-19,2025-08-19,MasterCard
11255,,52583,CREDIT,1.54296E+15,4817,2021-12-06,2024-12-06,Reward
11256,22279,,DEBIT,8.13243E+15,,2020-07-29,2024-07-29,American Express
11257,31458,,DEBIT,6.64745E+15,,2021-05-10,2025-05-10,American Express
11258,33184,,DEBIT,4.46113E+15,,2022-12-17,2026-12-17,Visa
11259,19127,,DEBIT,7.10714E+15,,2023-04-17,2027-04-17,American Express
11260,11004,,DEBIT,9.48503E+15,,2022-07-28,2026-07-28,American Express
11261,,8705,CREDIT,2.80614E+15,7738,2020-09-29,2023-09-29,Shopping
11262,,50920,CREDIT,1.09001E+15,5959,2020-10-20,2023-10-20,Travel
11263,16718,,DEBIT,5.05309E+15,,2023-01-04,2027-01-04,American Express
11264,,45391,CREDIT,5.13438E+15,3364,2020-12-26,2023-12-26,Travel
11265,19666,,DEBIT,1.9234E+15,,2020-11-29,2024-11-29,American Express
11266,,75451,CREDIT,5.56584E+15,2698,2023-04-17,2026-04-17,Travel
11267,,67160,CREDIT,4.57134E+15,5716,2020-10-09,2023-10-09,Travel
11268,,12782,CREDIT,7.27892E+15,5526,2023-01-15,2026-01-15,Shopping
11269,28997,,DEBIT,1.26328E+15,,2021-12-02,2025-12-02,Discover
11270,,35976,CREDIT,5.03189E+14,3339,2020-12-28,2023-12-28,Shopping
11271,,68380,CREDIT,3.6053E+15,7149,2022-11-19,2025-11-19,Business
11272,29565,,DEBIT,3.47659E+15,,2021-01-26,2025-01-26,MasterCard
11273,11394,,DEBIT,4.80211E+15,,2022-11-07,2026-11-07,Visa
11274,29612,,DEBIT,9.90512E+14,,2023-04-07,2027-04-07,Visa
11275,,64328,CREDIT,8.5651E+14,8285,2023-01-30,2026-01-30,Travel
11276,,50553,CREDIT,9.25748E+15,2495,2021-03-21,2024-03-21,Reward
11277,31123,,DEBIT,8.89871E+15,,2021-01-25,2025-01-25,MasterCard
11278,,27841,CREDIT,3.90431E+15,4658,2023-05-01,2026-05-01,Travel
11279,,86024,CREDIT,6.04222E+15,4873,2021-04-13,2024-04-13,Business
11280,,15865,CREDIT,5.43596E+15,3655,2021-08-19,2024-08-19,Travel
