account_id,customer_id,account_type_id,branch_id,account_open_date,account_close_date,account_status,created_by,updated_by,created_date,updated_date,account_number,ACCOUNT_APPLICATION_ID
11059,65401,3,11885,2019-10-30,2021-06-20,Close,Richard Hughes,Ryan Pope,2023-04-22,2021-07-10,9527666389,33022
11060,87956,9,19984,2021-01-28,2021-12-07,Close,Ruben Jenkins,Gina Cortez,2021-01-30,2023-02-10,6330686345,33023
11061,25174,9,1361,2021-03-31,,Open,Larry Jackson,Michael Willis,2019-09-20,2022-03-12,7800298364,33029
11062,18366,12,25117,2019-02-02,2019-03-26,Close,Jordan Garcia,Angela Lee,2021-01-12,2022-03-13,1557831346,33033
11063,87005,1,17765,2022-07-12,,Open,Terry Munoz,Brian Davies,2022-11-21,2021-07-08,9149098096,33034
11064,40262,7,7577,2019-03-07,2020-10-20,Close,Tammy Snyder,Victor James,2021-11-22,2021-11-13,8841292699,33035
11065,90464,15,28279,2019-03-23,,Open,James Miller,Ruth Morrison,2019-04-02,2020-10-31,354435798,33038
11066,27099,18,9640,2019-11-12,,Open,Lisa Barrett,Janice Walsh,2021-05-24,2021-12-24,1489992166,33040
11067,49317,18,17565,2020-01-25,,Open,Melissa Allison,Sandra Neal,2018-07-31,2020-11-21,6766924178,33041
11068,14107,12,15001,2022-10-14,,Open,Kevin Maldonado,Mary Francis,2022-02-08,2022-01-13,2162749944,33044
11069,81493,15,19225,2022-04-22,2023-06-20,Close,Rebecca Green,Christopher Farmer,2021-08-05,2022-12-23,1504841773,33045
11070,65103,1,27118,2023-06-12,2023-06-15,Close,Hunter Mata,Susan Collins,2020-05-18,2020-12-07,5732417539,33046
11071,51364,4,26512,2020-12-08,,Open,Anthony Mcbride,Earl Sanders,2022-07-02,2021-02-07,7478781956,33051
11072,69235,18,5371,2018-04-07,2022-05-20,Close,Christian Gomez,Jessica Jones,2022-09-01,2020-11-19,178452100,33056
11073,613,3,23572,2020-02-25,,Open,Patrick Bond,Megan Hall,2023-03-10,2022-10-05,4155780303,33061
11074,57640,14,23181,2022-07-13,2023-04-27,Close,Willie Wolf,Sandra Smith,2021-06-17,2022-06-21,2603538987,33064
11075,29855,4,26964,2020-10-06,2023-01-03,Close,Wanda Clark,Amy Underwood,2019-03-14,2022-05-18,137484622,33066
11076,75079,8,21686,2019-03-10,2021-08-02,Close,Joseph Bell,Kevin Sharp,2022-07-19,2022-02-18,6686008974,33067
11077,62140,16,26064,2019-12-04,,Open,Christina Jones,Keith Brown,2019-05-21,2022-12-08,979363134,33068
11078,69707,17,5412,2021-11-18,,Open,Tina Martin,Mary Joseph,2019-03-31,2023-04-29,3472128397,33070
11079,96494,16,3806,2022-10-22,,Open,Aimee Owens,Susan King,2022-02-28,2021-08-11,7688039454,33071
11080,68688,8,1679,2019-02-02,2022-02-15,Close,Thomas Lester,Caleb Flores,2021-08-04,2021-01-27,5610508429,33073
11081,53217,13,20209,2018-01-15,2020-11-11,Close,Christopher Clements,Michael Morrison,2023-05-22,2021-04-08,1083948704,33074
11082,4293,2,19418,2021-06-30,,Open,Caitlin Kennedy,Belinda Richard,2018-04-15,2021-06-28,9571956779,33077
11083,89961,9,5874,2022-03-31,2022-07-05,Close,Christina Johnson,Steven Rios,2022-05-02,2020-11-25,4709043467,33079
11084,52802,18,5445,2022-07-01,,Open,Wanda Thomas,Colton Vazquez,2020-03-03,2023-06-06,7038233780,33087
11085,67349,15,24405,2023-04-18,,Open,Christopher Jackson,Chelsea Ballard,2021-08-28,2022-10-02,8933852392,33090
11086,54776,13,26405,2018-07-21,2023-03-30,Close,Derek Jones,Dalton Schultz,2023-02-15,2023-02-01,8308127108,33091
11087,16406,2,15801,2023-05-22,2023-06-13,Close,Mark Miller,Janice Morton,2020-05-25,2022-09-21,468440813,33092
11088,21190,10,7196,2022-04-04,2023-03-14,Close,Daniel Watson V,Cynthia Phillips,2019-03-07,2022-04-07,9741172402,33099
11089,45196,8,11013,2020-07-05,,Open,Karen Barrera,Michael Lopez,2023-05-31,2021-11-06,9331279449,33101
11090,92356,13,23900,2020-02-01,,Open,Kathryn Davis,Christopher Davies,2022-01-13,2021-09-01,5269593217,33103
11091,47051,8,28524,2019-05-29,2021-03-19,Close,Natalie Gallagher,Mikayla Webb,2019-10-27,2021-10-10,8222196430,33105
11092,81724,1,12695,2023-04-03,,Open,Vicki Schneider,Sheri Floyd,2020-04-17,2020-10-13,8112189770,33106
11093,66833,18,6743,2018-01-30,,Open,Tiffany Atkins,Jordan Kane,2019-08-07,2022-09-28,6609274640,33108
11094,32164,10,7718,2020-09-23,2021-11-02,Close,Jesse Fox,Cindy Peterson,2018-07-24,2020-09-29,2741563039,33109
11095,51796,4,24304,2021-12-11,,Open,Ashley Jones,Brandon Moran,2018-10-01,2023-02-17,2066606613,33110
11096,88921,16,11770,2018-04-03,,Open,Scott Lewis,Benjamin Scott,2019-07-24,2023-01-21,9617046848,33113
11097,58630,3,6650,2022-05-01,2022-10-12,Close,Gregory Dickson,Douglas Dixon,2021-10-19,2022-10-26,9385907351,33115
11098,7567,16,15963,2018-08-06,2020-08-01,Close,Christopher King,Roberta Johnson,2020-11-08,2022-09-04,4843400772,33116
11099,12253,18,15352,2018-12-26,,Open,Joshua Odom,Stephen Hill,2022-08-15,2023-04-04,3443176231,33117
11100,13791,15,4219,2020-05-13,2022-10-28,Close,John Watson,John Wong,2019-02-18,2022-08-21,863115803,33119
11101,89975,14,18203,2021-12-29,2022-05-08,Close,Tyler Carter,Nathan Gilmore,2019-03-25,2022-12-29,6356199178,33121
11102,46583,6,15926,2018-01-12,,Open,Richard Wagner,Barbara Taylor,2018-08-12,2021-01-02,6967450676,33122
11103,87832,7,17781,2019-05-01,,Open,Jennifer Thompson,Katherine Davenport,2019-09-22,2023-06-20,3381277309,33126
11104,51337,15,28179,2021-05-29,,Open,Ellen Dominguez DDS,Gregory Ramos,2021-12-24,2022-08-18,5993047002,33129
11105,2373,3,16798,2019-02-02,2020-11-05,Close,Miss Rebekah Myers,Michael Simmons,2019-10-25,2021-09-30,9500440201,33130
11106,53413,18,11896,2018-06-14,,Open,Tiffany Thompson,Alison Ramirez,2020-05-30,2023-02-24,142568584,33131
11107,67672,2,2124,2021-04-08,2023-02-09,Close,Melissa Carter,Daniel Moody,2020-04-24,2023-05-31,2105809513,33132
11108,16175,18,9030,2021-10-13,2022-04-25,Close,Carlos Cortez II,Christopher Flores,2020-11-27,2022-03-25,7891893434,33133
11109,8967,2,13246,2023-01-02,,Open,Madison Martin,Brian Rogers,2018-09-04,2022-05-25,3011225637,33135
11110,92841,8,7229,2019-02-12,2022-05-17,Close,Tyler Chavez,Tracy Harmon,2019-01-31,2023-04-02,8205809856,33136
11111,74367,18,10486,2021-03-17,,Open,Edward Thomas,Kimberly Lewis,2018-03-22,2021-09-08,9571036942,33137
11112,35500,12,2959,2018-08-31,2022-07-12,Close,Jeremy White,James Hunter,2022-03-11,2022-11-17,2749444675,33140
11113,66672,16,6183,2019-04-18,2019-11-19,Close,Raven Leach,Derek Torres,2021-11-12,2020-10-22,671408416,33145
11114,27527,6,6257,2022-06-12,2023-04-14,Close,Paul Stephenson,Jonathan Scott,2018-11-25,2021-09-05,9031547976,33146
11115,43168,12,21126,2019-01-04,,Open,Abigail Woods,Andrea Gross,2018-06-02,2020-12-16,6959033332,33149
11116,33224,11,6565,2018-10-22,,Open,Andrew Ellis,Ryan Cantu,2018-10-14,2023-04-26,9933280163,33150
11117,23263,3,9553,2018-09-25,2022-09-14,Close,William Edwards,Rachel Collier,2022-08-12,2022-05-12,6683014916,33153
11118,40857,16,14380,2019-06-13,,Open,David Rogers,Andrea Avila,2022-12-05,2020-10-28,871568623,33155
11119,79960,2,17184,2019-03-25,,Open,Brian Ward,Zachary Miranda,2018-05-17,2023-05-25,2065739139,33156
11120,43120,7,6694,2018-12-22,2022-02-12,Close,Emily Alexander,Jessica Brown,2023-05-26,2022-08-29,9270706704,33158
11121,13084,7,26580,2021-01-21,2023-02-07,Close,Shane Perez,Jasmine Spears,2020-06-10,2022-04-28,6300284862,33160
11122,31769,16,17354,2019-08-12,,Open,Matthew Thomas,Christopher Rubio,2022-11-09,2021-12-29,2281777586,33163
11123,63866,12,2750,2019-07-02,2020-02-19,Close,Paul Lucas,Jennifer Watkins,2020-05-01,2022-09-02,673676750,33165
11124,11984,16,3887,2021-08-12,2022-09-26,Close,Kelsey Johnson,Justin Jones,2019-11-12,2021-05-14,6316353790,33166
11125,7606,13,155,2022-07-09,2023-02-21,Close,Joan Schaefer,Janet Walker,2022-01-03,2022-09-13,7549104372,33167
11126,40705,5,3006,2018-04-02,2020-04-28,Close,William Silva,Michael Williams,2018-07-22,2020-12-15,424109251,33168
11127,16299,3,28920,2021-09-17,2022-07-17,Close,Matthew Turner,Kristen Russo,2022-06-17,2022-01-06,5629664606,33171
11128,39458,17,23812,2019-10-07,,Open,Melissa Owens,Dr. Sherry Robinson,2023-01-31,2022-03-28,7306817627,33173
11129,55774,16,19458,2020-08-13,2022-08-20,Close,Ashley Nelson,Ryan King,2021-04-06,2022-03-18,8356689400,33176
11130,74690,3,5627,2019-10-06,2023-01-24,Close,Danielle Richards,Scott Chandler,2019-07-25,2022-06-09,9588231959,33177
11131,99895,7,4608,2021-09-29,2023-05-24,Close,Derek Kim,James Durham,2023-02-13,2022-12-12,6456954081,33178
11132,28746,7,19222,2021-12-13,2021-12-19,Close,Richard Jones,Natasha Smith,2022-10-28,2021-04-16,1921073370,33180
11133,67052,16,29083,2021-04-17,2021-10-03,Close,Jennifer Klein,Lisa Craig,2019-08-12,2021-08-27,931864092,33181
11134,15176,13,5660,2021-03-18,,Open,Allison Holmes,Nicholas Guzman,2020-12-28,2021-04-28,3495930787,33183
11135,56037,8,10348,2020-11-21,2022-01-05,Close,Shaun Raymond,Alex Mendoza,2022-10-09,2022-01-02,9353519156,33184
11136,7711,13,14813,2019-03-09,2020-12-08,Close,Sarah Newman,Joseph Costa,2021-07-11,2021-03-18,1165876943,33185
11137,87166,18,13278,2019-07-07,2020-03-19,Close,Thomas Martinez,Steven Perez,2021-06-19,2023-04-26,2806648543,33187
11138,58032,5,24330,2018-12-25,2020-08-28,Close,Krista Jones,Kimberly Smith,2019-02-09,2022-01-27,9887464439,33202
11139,5023,15,20701,2019-11-01,2021-11-04,Close,Mitchell Newton,Chase Moore,2022-09-30,2023-01-15,9921133657,33203
11140,84731,4,20353,2020-07-31,2021-12-23,Close,Jennifer Wood,Kayla Morris,2018-08-14,2021-05-29,8694231875,33205
11141,18671,5,16044,2020-08-02,2023-01-22,Close,Nathan Meyer,Lucas Nelson,2019-01-13,2022-09-03,8131290714,33207
11142,42220,18,20685,2019-06-21,2022-12-31,Close,Jamie Lopez,Diane Daniels,2020-08-22,2021-03-17,4519350690,33209
11143,52269,8,5364,2022-11-01,2023-06-08,Close,Monica Dunn,Dylan Mccoy,2018-09-19,2022-12-09,9510862437,33219
11144,92376,10,1870,2020-12-09,2023-01-23,Close,James Walker,Tracy Jones,2023-06-14,2022-07-26,7767051339,33222
11145,6266,11,15408,2023-04-19,,Open,Laura Johnson,Brent Parrish,2018-08-18,2021-05-15,3656474800,33232
11146,32800,3,21786,2018-08-17,,Open,Nicole Bailey,Ashley Rhodes,2022-08-07,2020-12-22,7517274625,33234
11147,55231,6,15485,2021-07-15,,Open,Autumn Haynes,Jared Franklin,2022-03-27,2022-10-02,1304415782,33238
11148,74737,8,10039,2021-06-10,2021-07-02,Close,Donald Jackson,Lisa Moore,2023-01-23,2021-03-31,2286754450,33240
11149,19676,16,8158,2020-06-03,2021-08-18,Close,Tina Blanchard,Alicia Price,2022-03-17,2021-06-23,4979913360,33241
11150,60187,8,2530,2021-06-18,2022-02-14,Close,Karen Johnson,Chris Mckay,2020-07-19,2023-02-23,9334775118,33246
11151,39623,4,17416,2020-07-22,2022-10-13,Close,Regina Roth,Sherry Jones,2018-06-11,2023-04-01,6410709317,33249
11152,62243,3,29945,2019-03-22,2019-07-31,Close,Nancy Mason,Alicia Wood,2020-03-17,2021-06-26,2655764440,33250
11153,64701,15,9989,2021-02-26,2023-04-06,Close,Nicole Brooks DDS,Lisa Taylor,2018-06-06,2023-02-19,1965058998,33251
11154,89147,18,28476,2022-06-18,2023-03-09,Close,Jesse Newton,Carlos Baker,2021-07-03,2020-09-30,494297388,33255
11155,72233,16,17568,2022-12-09,,Open,Michelle Madden,Pamela Austin,2018-03-07,2020-10-05,1998847784,33256
11156,84912,4,15556,2021-11-19,2022-06-23,Close,William Odom,Margaret Ware,2018-04-14,2023-01-19,6451577974,33261
11157,26473,3,3305,2021-06-20,2022-08-20,Close,Charles Wheeler,John Harris,2023-05-13,2021-06-23,1242322732,33262
11158,3012,7,29380,2020-09-18,,Open,David Norris,Antonio Oneal,2022-07-29,2022-05-30,2773641414,33263
11159,50694,1,5595,2018-10-22,,Open,Joseph Anderson,Mary Barker MD,2019-09-21,2020-11-14,6436554673,33265
11160,66735,1,14158,2018-06-02,2023-05-01,Close,Kevin Johnson,Sarah Dickson,2023-03-10,2022-09-25,3563953840,33266
11161,60529,18,563,2023-06-04,,Open,Shawna Medina,Jonathan Vaughn,2018-05-16,2021-12-27,6819488757,33271
11162,30767,15,27470,2022-04-15,,Open,Shannon Cardenas,Thomas Petersen,2018-07-09,2022-01-29,611487898,33274
11163,3888,17,25875,2022-05-31,,Open,Christy Blevins,Tracy Silva,2023-04-28,2020-11-29,6970050968,33281
11164,37748,2,29757,2019-03-23,2019-05-06,Close,Patrick Chambers,Elizabeth Anderson,2021-09-13,2021-08-15,7426905890,33282
11165,87686,8,6998,2018-08-18,2022-02-28,Close,Bryan Wood,Kristen Tucker,2018-02-08,2022-10-28,8171492989,33288
11166,65530,4,15529,2022-10-22,,Open,Karla Lee,Jonathan Newman,2018-08-02,2022-03-21,2798730718,33292
11167,6156,7,3181,2018-07-19,,Open,Matthew Mckinney,Kenneth Barnes,2018-06-19,2023-06-02,9119313964,33295
11168,90051,8,10263,2018-08-23,,Open,Anthony Williams,Adam Barber,2019-02-02,2021-05-20,7642322942,33296
11169,94650,7,13614,2021-09-02,,Open,Sarah Strong,Tara Trujillo,2020-05-07,2021-02-05,3698629956,33298
11170,98297,9,3322,2022-10-31,,Open,Maria Mccullough,Theresa Smith,2018-01-30,2021-10-27,2310558123,33299
11171,78343,8,28496,2021-11-28,,Open,Kathy Alexander,Brian Stone,2020-05-29,2023-04-28,8710934904,33303
11172,37636,17,4679,2019-10-03,,Open,Natalie Mcdonald,Michael Webb,2020-03-10,2021-10-15,135989242,33304
11173,56849,6,9582,2021-03-09,2022-08-20,Close,Scott Caldwell,Jesus Lucero,2019-07-18,2022-01-27,4378300603,33307
11174,39631,7,23175,2020-01-04,2021-11-08,Close,Kayla Bradshaw,Peter Martinez,2020-06-30,2021-10-21,9982473922,33308
11175,55865,15,29191,2019-06-22,2019-10-05,Close,Christy Smith,Steven Martinez,2023-04-05,2022-12-18,3778856051,33309
11176,52594,1,14302,2020-12-28,2023-02-12,Close,Gary Lee,Kelsey Brown,2018-09-29,2022-01-06,6456179415,33310
11177,91579,3,25746,2019-02-12,2022-03-14,Close,Gloria Cunningham,Kim Rogers,2020-11-29,2021-08-02,163260874,33311
11178,77104,1,29220,2023-06-01,,Open,Joshua Poole,Makayla Cole,2023-05-15,2022-07-06,3546280979,33313
11179,57471,14,26440,2020-12-13,,Open,Barbara Hamilton,Mrs. Mariah Buckley,2020-04-01,2022-04-13,2336545619,33317
11180,68601,15,25042,2018-04-22,,Open,Isaac Norris,Caleb Martin,2021-10-02,2021-02-17,3287500398,33318
11181,59454,5,1918,2021-01-01,2023-05-14,Close,Daniel Francis,Kristina Sanchez,2021-05-13,2021-10-27,5361184078,33323
11182,4885,13,15502,2022-10-07,,Open,Mark Perry,Christopher White,2022-10-12,2022-12-03,3485455247,33326
11183,13074,12,11650,2022-11-15,,Open,Sherri Simon,Timothy Stevens,2020-03-04,2020-11-19,8468736930,33332
11184,72144,2,21680,2019-06-19,2023-03-16,Close,Debra Stevens,Brandi Rivera,2020-01-25,2021-11-28,6952739621,33333
11185,27976,12,13459,2022-02-10,,Open,Samantha Perez,Mark Lowe,2018-03-10,2021-05-03,4291140008,33334
11186,27465,18,9604,2022-08-23,2022-09-21,Close,Douglas Chavez,Louis Keller,2023-02-25,2021-11-18,4026366614,33338
11187,7165,3,1020,2018-07-09,2018-11-16,Close,Sarah Smith,Dale Walker,2021-08-30,2022-10-13,3949311231,33343
11188,11778,13,18048,2019-01-31,,Open,Sarah Rodriguez,Joseph Manning,2018-08-13,2023-06-10,6395069762,33344
11189,35224,13,15548,2019-07-23,2020-01-22,Close,Angel White,Charles Butler,2021-08-29,2022-10-06,1451141098,33345
11190,38704,18,29398,2018-01-05,2018-04-29,Close,Edward Walker,Christopher Evans,2021-02-10,2022-08-29,2186169937,33346
11191,85081,10,25704,2018-10-17,2019-03-29,Close,Bethany Palmer,Nicole Peterson,2023-03-10,2021-02-25,5762970145,33348
11192,46593,16,15747,2022-10-26,2023-01-08,Close,Todd Freeman,Yesenia Moore,2020-07-18,2023-06-01,9658541450,33349
11193,75547,5,14820,2020-05-02,,Open,Lawrence Adams,Veronica Lang,2018-10-12,2022-07-01,6742519754,33352
11194,38950,18,17538,2019-01-04,2021-10-02,Close,Jonathan Washington,Brianna Reed,2019-07-31,2023-02-07,4547425544,33355
11195,60291,14,7462,2019-07-12,,Open,Cheyenne Howard,Lisa Boyd,2022-12-29,2022-11-14,5114132319,33356
11196,79151,15,17603,2019-06-07,2021-10-01,Close,Kelly Stevens,Kelli Massey,2023-03-18,2022-11-04,6455292267,33360
11197,51459,1,28913,2020-08-08,2021-02-22,Close,Pamela Brown,Nathan Avery,2022-10-28,2022-02-24,9895813146,33366
11198,61057,9,9454,2019-12-30,,Open,Angela Decker,Christina Williams,2022-04-16,2022-02-17,9098334050,33369
11199,22017,15,27977,2018-10-06,,Open,Brianna Knapp,Nancy Bowman,2023-01-03,2021-10-19,7972481083,33372
11200,16679,8,29998,2019-01-31,,Open,Karen Ruiz,Anthony Taylor,2018-12-31,2022-08-10,5696102557,33377
11201,86782,5,10341,2020-12-12,2022-05-25,Close,Joshua Crawford,Brenda Torres,2020-01-13,2023-06-05,2510809661,33379
11202,4111,5,20926,2022-03-07,,Open,Monique Reese,Sarah Adams,2019-06-01,2021-08-31,9899482578,33381
11203,56831,9,12266,2019-08-31,,Open,Brandon Moore,Rebecca Pena,2022-02-18,2022-12-31,1734356027,33382
11204,51732,9,20231,2021-08-11,,Open,Nicole Walker,Haley Wang,2018-09-25,2022-01-30,1058116299,33389
11205,42177,12,5227,2018-01-05,2019-12-25,Close,Lynn Hays,Michael Evans,2020-12-13,2022-10-22,8769866599,33393
11206,63351,18,22424,2023-04-13,2023-05-28,Close,Nancy Wilson,Brooke Smith,2018-06-08,2020-12-19,4263306838,33394
11207,39887,14,17993,2020-10-01,2023-03-12,Close,Thomas Jensen,Melissa Francis,2020-12-26,2021-11-29,3277830684,33396
11208,46349,1,12801,2022-09-06,2022-12-30,Close,Heather Johnson,Paul Wilkinson,2020-11-21,2023-03-10,531434935,33397
11209,67259,11,12292,2021-02-15,2021-05-19,Close,Erica Turner,Ann Ellis,2018-04-09,2021-04-20,1094443032,33398
11210,53812,18,1550,2021-09-09,2023-01-06,Close,Mark Arnold,James Mays,2020-02-16,2022-02-08,2219802176,33400
11211,76210,10,14851,2020-05-27,2022-02-05,Close,Michael Guerra,Zoe Barnes,2022-06-22,2022-02-07,4749539459,33411
11212,86263,12,6518,2021-10-12,2022-06-29,Close,Dr. Joe Garner,Robert Reilly,2021-05-25,2021-11-30,4840814180,33413
11213,6668,10,20484,2021-07-09,2023-02-11,Close,Jasmine Harvey,Taylor Murray,2018-02-23,2022-08-26,2949549747,33414
11214,89216,17,892,2023-05-04,2023-05-16,Close,Anna Irwin,Tony Hopkins DVM,2023-05-04,2022-01-02,2174157096,33425
11215,39512,7,6765,2019-05-29,2021-04-04,Close,Tiffany Smith,Shane Burns,2023-01-06,2023-01-29,7277948608,33430
11216,54356,8,22323,2022-07-08,,Open,Alexandria Hernandez,Ross Santiago,2022-02-27,2021-07-07,9911410093,33437
11217,37643,2,5602,2023-05-16,2023-05-20,Close,Nicole Turner,Erik Harris,2018-05-14,2023-02-26,9304023024,33442
11218,78456,9,3822,2018-03-22,2022-01-22,Close,Maria Russell,Adam Williams,2021-12-25,2021-04-05,8038395525,33449
11219,46531,13,16556,2020-02-15,,Open,Michelle Moreno,Vanessa Molina,2022-03-28,2021-06-11,4207268665,33450
11220,53924,18,744,2022-08-22,2023-02-19,Close,Alicia Jones,Erin Joseph,2022-02-06,2023-01-28,3833495039,33453
11221,1040,18,24858,2019-07-26,2020-05-19,Close,Johnathan Wong,Mary Garrett,2021-10-20,2020-10-20,5336021246,33458
11222,11418,5,15643,2018-02-26,,Open,Laurie Moore,Paul Lewis,2021-03-10,2021-02-08,5227330838,33465
11223,53044,18,9652,2019-03-25,2020-11-17,Close,Margaret Spencer,Glenda Jones DDS,2021-11-13,2021-03-17,8874150482,33469
11224,19143,1,25555,2020-01-18,2021-05-10,Close,Joanna Wood,Amy Burke,2018-07-04,2022-11-21,7747155150,33473
11225,79419,10,11487,2018-05-07,2020-05-15,Close,Philip Owens,Dr. Brandon Smith MD,2018-01-09,2022-05-22,5452629372,33474
11226,42228,13,10957,2019-06-08,,Open,Jesse Taylor,Michelle Thompson,2022-06-03,2020-12-04,6956498141,33475
11227,48849,2,29648,2022-05-03,,Open,Carol Lee,Michael Saunders,2021-05-30,2023-01-14,948759905,33480
11228,32168,14,10693,2020-09-26,2021-05-27,Close,Kelly Dickerson,Mackenzie Brown,2021-11-30,2023-04-29,5156862015,33482
11229,81703,11,12060,2020-07-02,2022-02-28,Close,Alex Hall,Timothy Simpson,2022-01-19,2022-04-09,698802957,33483
11230,95838,16,22527,2022-04-26,2023-05-11,Close,Kelly Hill,Larry House,2020-12-18,2021-06-10,5398369919,33486
11231,11391,17,10488,2021-11-11,2022-01-20,Close,Ricky Lee,Anthony Chavez,2021-06-08,2021-12-26,1799569008,33487
11232,18065,6,24105,2018-01-10,,Open,Jessica Gray,Dr. Caleb Brown,2021-09-15,2020-10-19,7743662521,33494
11233,19193,14,6551,2021-09-28,,Open,Dennis Weaver,Heather Hayes,2018-02-25,2022-06-28,4480315494,33496
11234,69915,13,21573,2022-10-03,,Open,Anthony Good,Kevin Gonzalez,2018-06-09,2021-12-17,808460016,33498
11235,79218,16,27200,2022-11-28,,Open,Regina Hickman,David Williams,2019-06-09,2020-12-04,8341799166,33502
11236,10029,8,19103,2019-12-11,2021-08-08,Close,Allison Lopez,Michael Hensley,2020-10-12,2021-01-22,4389284067,33503
11237,28273,2,9612,2022-06-26,2022-09-02,Close,John Farley,Patrick Atkinson,2023-01-25,2021-08-01,1802721772,33514
11238,43454,17,15141,2020-03-31,2020-06-06,Close,Stephen Brown,George Snow,2021-01-31,2020-11-22,219175131,33518
11239,53328,12,5002,2022-04-06,,Open,Jennifer Cooper,Patricia Harris,2020-04-01,2021-10-27,7396257597,33520
11240,20180,15,25339,2018-01-17,,Open,Molly Ray DDS,Thomas Holloway,2020-10-09,2022-07-21,8070464964,33526
11241,90405,14,5527,2022-04-20,,Open,Christopher Marsh,Ellen Pratt,2020-12-16,2022-01-09,9734731330,33527
11242,67001,12,20739,2019-02-10,2019-06-26,Close,Mrs. Heather Black,Robert Edwards,2022-12-18,2023-06-05,2144670232,33528
11243,26524,11,23954,2020-01-25,2020-12-27,Close,Laura Kennedy,Deborah Ross,2021-09-19,2021-04-30,5523061395,33531
11244,40563,1,2945,2021-10-26,,Open,Melissa Wade,Robert Smith,2020-07-12,2022-05-04,8114640657,33535
11245,50363,5,28469,2021-01-29,2023-05-18,Close,Kimberly Estes,Jeffrey Miller,2020-01-26,2023-05-29,3242624918,33543
11246,3206,15,6676,2023-02-04,,Open,Brooke Russell MD,Candice Lester,2022-08-24,2021-10-03,1676616247,33544
11247,56007,13,7667,2018-01-08,,Open,Kevin Walton,Steven Taylor,2020-02-20,2021-08-09,9173911779,33545
11248,47800,6,2776,2020-08-22,,Open,Eric Bennett,Carrie Marshall,2022-07-06,2021-05-02,2828395091,33546
11249,57514,2,3884,2018-05-24,2018-12-03,Close,Edwin Rubio,David Robinson,2019-10-21,2021-03-24,4817222863,33547
11250,59842,12,1679,2020-06-18,2022-10-21,Close,Renee Walker,Jennifer Greene,2022-03-04,2022-09-11,3456983378,33548
11251,52863,7,11219,2023-05-16,2023-05-23,Close,Eric Martinez,Whitney Baker,2021-07-31,2021-10-17,4784518093,33552
11252,16996,6,854,2022-09-15,,Open,Laurie Harris,Greg Mccoy,2020-06-03,2021-05-14,6170666841,33553
11253,66955,14,3192,2022-08-20,2023-03-17,Close,Melissa Hernandez,Michelle Ray,2019-01-29,2021-03-03,4973251308,33554
11254,24293,6,29917,2022-07-01,2023-05-05,Close,Kevin Garner,Shannon Orozco,2019-04-11,2020-12-06,2734105916,33556
11255,63748,15,13375,2023-02-25,,Open,Carla Kaiser,Patrick Davis,2021-05-27,2022-02-14,3094956176,33566
11256,89898,14,15866,2021-04-05,2021-07-10,Close,Hannah Sharp,James Prince,2023-01-05,2022-06-12,1961809096,33571
11257,70039,7,29691,2018-07-01,2022-09-21,Close,Diana Barnes,Shawna Martinez,2022-06-07,2021-10-20,9800505206,33578
11258,41966,12,10452,2023-05-18,2023-06-04,Close,Jeffrey Payne,Autumn Alvarez,2022-01-16,2023-05-04,1029013012,33579
11259,428,12,15796,2022-03-11,,Open,Laura Hoover,Mrs. Barbara Mendoza,2018-02-28,2022-10-06,2672017891,33584
11260,31303,1,7641,2021-12-30,2022-05-04,Close,Samantha Diaz,Vanessa Mendez,2019-11-20,2022-08-21,8599223272,33586
11261,80285,18,13397,2021-04-07,,Open,Sean Young,Ronald Lowery,2022-03-14,2020-12-11,1761603663,33593
11262,7888,7,6197,2019-06-02,2021-09-17,Close,Aaron Brown,David Johnson,2020-08-30,2021-04-05,971715302,33594
11263,51863,9,8854,2022-05-06,2022-09-03,Close,Michael Salazar,Nicole Jackson,2022-08-22,2021-10-28,2598692434,33595
11264,49811,13,22857,2018-07-15,2021-09-05,Close,Ronald Thomas,Brendan Ruiz,2022-04-11,2022-10-30,217653686,33598
11265,40298,16,13400,2018-03-19,2022-06-02,Close,Tara Gross,David Koch,2019-04-02,2020-11-30,6087072963,33600
11266,57447,13,26558,2023-02-24,,Open,Priscilla Dixon,Timothy Wise,2018-10-04,2023-04-26,2006903126,33601
11267,51260,13,4077,2019-09-09,,Open,Michael Spencer,Phillip Lane,2020-02-01,2023-04-04,6005008916,33602
11268,50374,11,8750,2018-09-08,2023-06-21,Close,Steven Bates,Cynthia Hernandez,2019-03-17,2020-11-28,3328594739,33609
11269,58947,8,14676,2022-11-08,2023-03-19,Close,Jason Bradford,Elizabeth Rich,2021-04-27,2021-05-25,1150918902,33610
11270,69108,10,22409,2019-07-04,2022-01-31,Close,Stephanie Harrington,Michael Hayes,2019-02-05,2021-12-12,8425739855,33612
11271,86754,7,25833,2019-12-06,2020-12-07,Close,Amy Black DDS,Charles Palmer,2023-03-24,2020-12-22,2139262774,33617
11272,57904,1,12013,2019-11-15,2020-12-17,Close,Courtney Wilson,Ryan Gonzalez,2018-10-25,2022-07-13,3912906481,33622
11273,5434,12,1574,2018-02-15,2019-09-06,Close,James Owens,Nicholas Sharp,2018-08-06,2021-01-20,3923134332,33625
11274,62436,7,13206,2018-01-30,,Open,Angela Galloway,Caitlin Maldonado,2021-06-11,2023-01-01,8628555078,33626
11275,6435,15,16122,2021-10-16,,Open,Betty Ramsey,Sarah Larsen,2023-03-11,2020-10-20,5381901605,33627
