card_id,account_id,customer_id,card_type,card_number,card_limit,issued_date,valid_date,card_sub_type
846,31753,,DEBIT,4474123607169726,,2022-01-03 01:40:25,2026-01-03 01:40:25,MasterCard
847,,22066,CREDIT,9913892353824113,3902,2022-06-01 07:49:15,2025-06-01 07:49:15,Shopping
848,37776,,DEBIT,9200920524541048,,2020-08-19 09:12:41,2024-08-19 09:12:41,Discover
849,25446,,DEBIT,7687563274110900,,2020-07-09 19:32:29,2024-07-09 19:32:29,MasterCard
850,38995,,DEBIT,2705707837634458,,2021-08-23 20:28:00,2025-08-23 20:28:00,MasterCard
851,,26132,CREDIT,132437035707211,9759,2021-05-26 13:00:20,2024-05-26 13:00:20,Travel
852,,21873,CREDIT,968648465042642,2760,2021-05-16 23:11:34,2024-05-16 23:11:34,Reward
853,,23407,CREDIT,1127698553718826,5837,2021-07-12 08:18:55,2024-07-12 08:18:55,Shopping
854,,25347,CREDIT,2888298450513391,9612,2021-12-15 09:35:20,2024-12-15 09:35:20,Travel
855,33965,,DEBIT,9686110385923608,,2021-09-27 18:12:46,2025-09-27 18:12:46,American Express
856,,16671,CREDIT,8709272801182648,9673,2023-05-14 18:10:47,2026-05-14 18:10:47,Reward
857,,27044,CREDIT,7060611871512397,3783,2020-12-26 04:24:28,2023-12-26 04:24:28,Reward
858,,1908,CREDIT,1759701817519432,6915,2021-06-13 01:27:55,2024-06-13 01:27:55,Travel
859,8802,,DEBIT,990647915543621,,2021-05-02 13:22:11,2025-05-02 13:22:11,American Express
860,,19924,CREDIT,779369440574,9733,2023-02-19 06:59:54,2026-02-19 06:59:54,Travel
861,35860,,DEBIT,2755883317963247,,2022-07-26 22:22:53,2026-07-26 22:22:53,MasterCard
862,22666,,DEBIT,3571271578466850,,2020-11-13 00:44:08,2024-11-13 00:44:08,Visa
863,,19800,CREDIT,547682246613963,8811,2022-09-26 12:04:23,2025-09-26 12:04:23,Reward
864,25067,,DEBIT,227885563983884,,2020-12-02 11:21:52,2024-12-02 11:21:52,American Express
865,,14413,CREDIT,4587164111015320,6364,2023-02-16 21:51:39,2026-02-16 21:51:39,Reward
866,39219,,DEBIT,2558388780262759,,2021-07-30 06:31:05,2025-07-30 06:31:05,Discover
867,14615,,DEBIT,8845728129091733,,2021-04-29 19:25:05,2025-04-29 19:25:05,MasterCard
868,,26276,CREDIT,8168378964802085,8626,2021-07-23 03:28:26,2024-07-23 03:28:26,Travel
869,25621,,DEBIT,8520136952877907,,2020-08-27 17:43:28,2024-08-27 17:43:28,Visa
870,,9270,CREDIT,1276449199667774,7511,2020-11-14 08:59:30,2023-11-14 08:59:30,Shopping
871,24257,,DEBIT,8781632762614284,,2022-05-04 23:37:52,2026-05-04 23:37:52,Discover
872,,25151,CREDIT,5797959640224687,5088,2023-05-16 05:36:37,2026-05-16 05:36:37,Business
873,24002,,DEBIT,3506422572311780,,2020-08-17 04:18:47,2024-08-17 04:18:47,Discover
874,30420,,DEBIT,5617587804646430,,2021-12-14 13:07:08,2025-12-14 13:07:08,American Express
875,33021,,DEBIT,8084591579614714,,2022-12-18 19:27:33,2026-12-18 19:27:33,UnionPay
876,,5277,CREDIT,954458398289101,8507,2021-12-18 19:29:03,2024-12-18 19:29:03,Reward
877,,3343,CREDIT,464325190940934,4457,2021-04-17 19:12:13,2024-04-17 19:12:13,Travel
878,31002,,DEBIT,7254703060530953,,2021-09-13 13:36:28,2025-09-13 13:36:28,Discover
879,,12219,CREDIT,8265289841550465,8048,2022-01-01 09:46:49,2025-01-01 09:46:49,Reward
880,,15589,CREDIT,1258067496736514,6187,2022-08-12 06:33:57,2025-08-12 06:33:57,Reward
881,11854,,DEBIT,1980591037423211,,2022-01-24 19:54:07,2026-01-24 19:54:07,Visa
882,,9669,CREDIT,6233565251936750,3479,2021-03-13 06:06:55,2024-03-13 06:06:55,Travel
883,,5444,CREDIT,2624773342383964,3850,2022-07-16 10:31:45,2025-07-16 10:31:45,Shopping
884,,17762,CREDIT,3156357995940979,4771,2021-04-11 17:17:38,2024-04-11 17:17:38,Business
885,,3186,CREDIT,4228852398417566,7834,2022-04-10 10:45:35,2025-04-10 10:45:35,Business
886,,23698,CREDIT,8839119996715968,7237,2022-04-30 17:15:50,2025-04-30 17:15:50,Reward
887,652,,DEBIT,1312747455214065,,2020-07-05 15:47:55,2024-07-05 15:47:55,Visa
888,30980,,DEBIT,1781805711790271,,2022-05-03 08:32:40,2026-05-03 08:32:40,MasterCard
889,39433,,DEBIT,4180233032068402,,2022-10-02 20:31:47,2026-10-02 20:31:47,Visa
890,3643,,DEBIT,4668159741167981,,2023-03-17 14:25:01,2027-03-17 14:25:01,American Express
891,,10751,CREDIT,1613150537870618,5307,2022-02-06 06:10:40,2025-02-06 06:10:40,Travel
892,,6072,CREDIT,1485064466770440,8492,2023-03-12 08:53:28,2026-03-12 08:53:28,Shopping
893,35511,,DEBIT,5658450279891868,,2021-07-01 08:32:38,2025-07-01 08:32:38,American Express
894,,28365,CREDIT,255126897033544,8212,2021-03-09 15:34:37,2024-03-09 15:34:37,Travel
895,,8223,CREDIT,419741591962810,6122,2022-02-03 17:01:10,2025-02-03 17:01:10,Reward
896,,18250,CREDIT,6934147577428467,6904,2022-03-14 03:50:08,2025-03-14 03:50:08,Reward
897,,17250,CREDIT,8961050959380138,7561,2023-04-04 20:28:23,2026-04-04 20:28:23,Reward
898,,6291,CREDIT,4171637150816385,9653,2021-10-26 08:40:09,2024-10-26 08:40:09,Shopping
899,,5379,CREDIT,4942628531679439,6720,2020-12-28 11:05:00,2023-12-28 11:05:00,Business
900,23660,,DEBIT,9472576238669483,,2020-08-08 21:58:42,2024-08-08 21:58:42,American Express
901,5901,,DEBIT,5900975657987425,,2022-05-20 23:24:34,2026-05-20 23:24:34,Discover
902,158,,DEBIT,6245220717847786,,2020-07-08 19:12:12,2024-07-08 19:12:12,Discover
903,35513,,DEBIT,3596019297383949,,2020-11-03 11:41:38,2024-11-03 11:41:38,Visa
904,4436,,DEBIT,7221201994580883,,2022-08-14 19:47:36,2026-08-14 19:47:36,Discover
905,,8361,CREDIT,3726153543623700,8114,2021-12-26 11:26:01,2024-12-26 11:26:01,Business
906,,11774,CREDIT,2204874485869017,6773,2022-05-07 10:28:05,2025-05-07 10:28:05,Business
907,2434,,DEBIT,3581355147533148,,2021-06-28 19:42:27,2025-06-28 19:42:27,UnionPay
908,11625,,DEBIT,6876957468928214,,2022-05-25 23:16:45,2026-05-25 23:16:45,Discover
909,,1628,CREDIT,6560103086380740,7918,2022-04-18 21:26:57,2025-04-18 21:26:57,Shopping
910,5352,,DEBIT,2262109101002629,,2022-09-10 05:27:35,2026-09-10 05:27:35,Visa
911,30872,,DEBIT,5222057892432254,,2020-12-17 17:35:39,2024-12-17 17:35:39,MasterCard
912,31159,,DEBIT,4277398470923273,,2023-01-26 14:43:38,2027-01-26 14:43:38,American Express
913,,9912,CREDIT,1336047813629617,2383,2021-11-02 23:16:48,2024-11-02 23:16:48,Reward
914,,19608,CREDIT,9231066738023788,5291,2021-07-04 17:09:28,2024-07-04 17:09:28,Reward
915,8667,,DEBIT,8437180578306158,,2022-01-11 20:21:59,2026-01-11 20:21:59,Discover
916,,28691,CREDIT,4516504147165737,4050,2021-01-21 04:04:14,2024-01-21 04:04:14,Shopping
917,,8887,CREDIT,5129469999928072,3294,2020-08-07 15:17:13,2023-08-07 15:17:13,Shopping
918,,26432,CREDIT,4018354799251171,9751,2022-08-03 20:16:28,2025-08-03 20:16:28,Shopping
919,1557,,DEBIT,2906040092867875,,2023-02-01 10:21:47,2027-02-01 10:21:47,MasterCard
920,,15950,CREDIT,3635642510264331,4581,2021-08-15 22:04:33,2024-08-15 22:04:33,Business
921,,16679,CREDIT,5960187892635867,5964,2021-09-19 22:15:10,2024-09-19 22:15:10,Travel
922,,2474,CREDIT,1296269865573282,4176,2022-07-12 22:27:12,2025-07-12 22:27:12,Travel
923,,6892,CREDIT,4113583903720651,5112,2021-10-12 12:09:33,2024-10-12 12:09:33,Reward
924,,24067,CREDIT,9943774207661467,4801,2021-06-08 04:12:50,2024-06-08 04:12:50,Travel
925,,22104,CREDIT,114763389609565,3262,2021-07-31 01:34:50,2024-07-31 01:34:50,Business
926,28120,,DEBIT,8533154859530596,,2023-01-06 09:37:22,2027-01-06 09:37:22,Discover
927,20113,,DEBIT,5227306814102606,,2022-04-22 23:00:33,2026-04-22 23:00:33,Visa
928,,888,CREDIT,1222405849218270,6645,2020-10-18 12:56:04,2023-10-18 12:56:04,Reward
929,,1075,CREDIT,970853163266168,3659,2022-09-25 23:20:22,2025-09-25 23:20:22,Business
930,,26806,CREDIT,7504355042967848,3201,2023-01-19 22:05:48,2026-01-19 22:05:48,Business
931,,2277,CREDIT,158741845215505,3332,2020-11-30 03:20:34,2023-11-30 03:20:34,Travel
932,25104,,DEBIT,7884707701468356,,2023-02-04 12:29:40,2027-02-04 12:29:40,UnionPay
933,34389,,DEBIT,7269951292235895,,2020-11-18 19:03:36,2024-11-18 19:03:36,MasterCard
934,,18087,CREDIT,419538426573911,8691,2022-08-03 19:07:16,2025-08-03 19:07:16,Reward
935,33276,,DEBIT,3882409465297662,,2023-01-12 22:02:49,2027-01-12 22:02:49,MasterCard
936,23714,,DEBIT,7363466385363821,,2023-05-22 18:08:03,2027-05-22 18:08:03,UnionPay
937,36349,,DEBIT,2790734467196522,,2022-07-25 17:11:00,2026-07-25 17:11:00,Visa
938,2220,,DEBIT,1377113914355460,,2022-12-10 09:12:42,2026-12-10 09:12:42,MasterCard
939,,12401,CREDIT,2257213647550161,2662,2020-12-23 16:37:21,2023-12-23 16:37:21,Travel
940,,5727,CREDIT,1063578988944501,2438,2022-09-07 03:15:34,2025-09-07 03:15:34,Business
941,34616,,DEBIT,8104458684698823,,2021-04-07 14:51:44,2025-04-07 14:51:44,Discover
942,,21532,CREDIT,6135124861760089,9468,2021-03-21 10:57:35,2024-03-21 10:57:35,Travel
943,,23830,CREDIT,802828653283274,3397,2022-05-15 08:15:19,2025-05-15 08:15:19,Business
944,1202,,DEBIT,1252376887666990,,2020-06-30 19:45:59,2024-06-30 19:45:59,Discover
945,16239,,DEBIT,9828225955191478,,2023-02-16 17:48:36,2027-02-16 17:48:36,UnionPay
946,37333,,DEBIT,2641556524862544,,2023-01-26 01:27:32,2027-01-26 01:27:32,Visa
947,25085,,DEBIT,134686803885128,,2022-01-13 02:55:38,2026-01-13 02:55:38,Visa
948,,10733,CREDIT,4824872340669409,9807,2022-12-02 07:56:23,2025-12-02 07:56:23,Travel
949,6355,,DEBIT,6740644232095661,,2020-08-17 09:54:45,2024-08-17 09:54:45,MasterCard
950,,25226,CREDIT,2253354988978097,6499,2020-10-03 12:23:36,2023-10-03 12:23:36,Travel
951,,9587,CREDIT,3148852093539147,5398,2023-02-12 16:14:50,2026-02-12 16:14:50,Reward
952,,13235,CREDIT,3204125960264778,9636,2020-08-13 23:38:58,2023-08-13 23:38:58,Travel
953,,15156,CREDIT,1799286326871485,9797,2021-01-14 09:06:16,2024-01-14 09:06:16,Travel
954,13027,,DEBIT,7701825645665865,,2021-09-29 17:57:50,2025-09-29 17:57:50,Visa
955,35746,,DEBIT,4983482232029893,,2022-11-23 07:19:53,2026-11-23 07:19:53,UnionPay
956,23191,,DEBIT,5896520814774917,,2023-04-06 03:35:18,2027-04-06 03:35:18,UnionPay
957,22597,,DEBIT,2080801208500225,,2021-07-27 06:01:03,2025-07-27 06:01:03,MasterCard
958,3603,,DEBIT,9774708242157060,,2021-02-19 15:00:34,2025-02-19 15:00:34,Discover
959,14533,,DEBIT,4526447963167568,,2021-06-20 09:25:28,2025-06-20 09:25:28,MasterCard
960,20265,,DEBIT,1234605721158591,,2021-12-15 03:14:00,2025-12-15 03:14:00,UnionPay
961,,19219,CREDIT,7548628798580584,8239,2020-12-22 18:53:25,2023-12-22 18:53:25,Travel
962,28599,,DEBIT,8788705717656310,,2022-08-15 15:34:01,2026-08-15 15:34:01,Visa
963,,28827,CREDIT,7451004378175252,5643,2023-03-17 20:04:16,2026-03-17 20:04:16,Business
964,,17698,CREDIT,860094571743085,7867,2021-10-05 11:01:35,2024-10-05 11:01:35,Shopping
965,5893,,DEBIT,5508088682706620,,2020-07-02 08:30:33,2024-07-02 08:30:33,UnionPay
966,27630,,DEBIT,7284845721828683,,2023-03-13 17:04:41,2027-03-13 17:04:41,American Express
967,39020,,DEBIT,1418155525485603,,2021-11-24 09:24:27,2025-11-24 09:24:27,Visa
968,,8683,CREDIT,3601674163670297,3929,2021-07-02 11:38:56,2024-07-02 11:38:56,Travel
969,9588,,DEBIT,57864963003894,,2022-10-02 16:42:17,2026-10-02 16:42:17,MasterCard
970,,24548,CREDIT,7703415165303683,5768,2022-07-15 07:17:35,2025-07-15 07:17:35,Reward
971,28833,,DEBIT,2098242064202262,,2022-07-26 05:54:42,2026-07-26 05:54:42,Visa
972,20282,,DEBIT,5769377411128531,,2021-04-27 11:45:09,2025-04-27 11:45:09,MasterCard
973,,29356,CREDIT,3102544773205347,2106,2021-05-05 14:27:19,2024-05-05 14:27:19,Travel
974,5906,,DEBIT,8068162324728275,,2021-05-11 00:17:17,2025-05-11 00:17:17,UnionPay
975,,5289,CREDIT,6271849914494001,3348,2021-11-14 09:23:31,2024-11-14 09:23:31,Business
976,,3492,CREDIT,6265899999317176,6796,2021-09-27 07:16:28,2024-09-27 07:16:28,Business
977,36541,,DEBIT,5126507995492387,,2021-08-29 02:37:49,2025-08-29 02:37:49,MasterCard
978,,12518,CREDIT,726228078107132,5685,2020-08-20 09:54:47,2023-08-20 09:54:47,Shopping
979,,722,CREDIT,2684290126753801,9739,2021-10-12 03:57:30,2024-10-12 03:57:30,Reward
980,,12514,CREDIT,3578830122482044,9518,2021-07-17 18:16:45,2024-07-17 18:16:45,Travel
981,,5966,CREDIT,801244480533707,5792,2022-03-21 11:35:14,2025-03-21 11:35:14,Business
982,21273,,DEBIT,9030847576693998,,2022-05-08 03:40:15,2026-05-08 03:40:15,American Express
983,74,,DEBIT,1972977977406959,,2021-08-26 20:53:51,2025-08-26 20:53:51,UnionPay
984,,12742,CREDIT,8637183310659256,4175,2021-02-15 20:22:02,2024-02-15 20:22:02,Reward
985,6823,,DEBIT,4591377521941151,,2022-09-27 22:15:10,2026-09-27 22:15:10,Visa
986,,473,CREDIT,4049466554142451,8265,2022-07-18 23:28:55,2025-07-18 23:28:55,Reward
987,36181,,DEBIT,72707239371509,,2022-07-04 13:27:41,2026-07-04 13:27:41,Visa
988,25682,,DEBIT,9702445236783795,,2023-04-01 03:56:50,2027-04-01 03:56:50,MasterCard
989,,12867,CREDIT,5317521110542119,9624,2022-12-25 21:32:11,2025-12-25 21:32:11,Business
990,,2122,CREDIT,1941998015928682,3305,2021-06-02 16:23:18,2024-06-02 16:23:18,Reward
991,31077,,DEBIT,3912754531890001,,2020-11-07 05:18:09,2024-11-07 05:18:09,Visa
992,29196,,DEBIT,6917157417941343,,2022-10-09 20:28:03,2026-10-09 20:28:03,Discover
993,,16215,CREDIT,2830281668256212,9854,2021-02-12 19:27:41,2024-02-12 19:27:41,Travel
994,10270,,DEBIT,2448945790067307,,2021-03-07 19:47:34,2025-03-07 19:47:34,Discover
995,8884,,DEBIT,4809043769494305,,2023-04-01 05:36:31,2027-04-01 05:36:31,American Express
996,,21343,CREDIT,8558189283671473,8891,2021-04-03 02:26:25,2024-04-03 02:26:25,Shopping
997,26490,,DEBIT,6709084209111640,,2020-07-09 18:06:15,2024-07-09 18:06:15,Discover
998,26346,,DEBIT,3309060079284917,,2023-03-16 06:58:19,2027-03-16 06:58:19,Visa
999,25804,,DEBIT,1248597860977794,,2021-09-19 01:14:56,2025-09-19 01:14:56,American Express
1000,,14726,CREDIT,5914365055259029,6215,2022-11-19 07:52:01,2025-11-19 07:52:01,Business
1001,,5938,CREDIT,8348920199258153,5885,2021-08-08 14:37:03,2024-08-08 14:37:03,Business
1002,25810,,DEBIT,23197582785516,,2020-11-19 08:51:33,2024-11-19 08:51:33,American Express
1003,,11151,CREDIT,1640321904991386,2428,2023-01-20 20:45:52,2026-01-20 20:45:52,Reward
1004,21048,,DEBIT,9943527183355080,,2021-07-15 05:35:12,2025-07-15 05:35:12,American Express
1005,17279,,DEBIT,7650160316201367,,2023-04-09 22:42:10,2027-04-09 22:42:10,American Express
1006,13999,,DEBIT,307702292537891,,2020-07-23 10:00:57,2024-07-23 10:00:57,MasterCard
1007,,2517,CREDIT,3166630512303348,4822,2022-09-25 01:45:36,2025-09-25 01:45:36,Business
1008,,2859,CREDIT,2738465423085076,8097,2021-07-27 23:54:50,2024-07-27 23:54:50,Shopping
1009,,12050,CREDIT,8360962607761948,7031,2021-07-23 16:29:35,2024-07-23 16:29:35,Reward
1010,,27820,CREDIT,4002489571441674,7458,2021-09-27 02:21:48,2024-09-27 02:21:48,Shopping
1011,,2828,CREDIT,9743417452950313,9872,2020-08-29 23:36:15,2023-08-29 23:36:15,Travel
1012,,11290,CREDIT,8258232935728654,8614,2023-06-19 05:06:59,2026-06-19 05:06:59,Shopping
1013,13108,,DEBIT,4320804546428391,,2021-03-09 07:39:13,2025-03-09 07:39:13,Discover
1014,,8258,CREDIT,2954487270196809,2524,2022-04-24 17:58:44,2025-04-24 17:58:44,Travel
1015,2401,,DEBIT,1456049815738,,2022-07-12 08:26:50,2026-07-12 08:26:50,Visa
1016,37189,,DEBIT,4110526201659348,,2020-08-22 08:26:10,2024-08-22 08:26:10,MasterCard
1017,28857,,DEBIT,5468034581428852,,2022-01-20 18:08:28,2026-01-20 18:08:28,Visa
1018,14390,,DEBIT,6322378015443784,,2022-10-18 20:36:25,2026-10-18 20:36:25,MasterCard
1019,4129,,DEBIT,9724840082637049,,2023-01-21 10:49:16,2027-01-21 10:49:16,MasterCard
1020,,13168,CREDIT,7906394297190114,6137,2021-12-08 17:42:11,2024-12-08 17:42:11,Shopping
1021,29636,,DEBIT,615442215744955,,2023-05-24 03:40:54,2027-05-24 03:40:54,Visa
1022,,15371,CREDIT,2409985126318976,2098,2021-11-03 07:19:42,2024-11-03 07:19:42,Business
1023,20890,,DEBIT,6526283394764841,,2023-03-02 08:39:26,2027-03-02 08:39:26,Discover
1024,26340,,DEBIT,8956670424260139,,2021-01-29 06:49:46,2025-01-29 06:49:46,American Express
1025,4157,,DEBIT,8161022354069333,,2020-08-17 08:22:41,2024-08-17 08:22:41,UnionPay
1026,,27148,CREDIT,8220068916669878,6138,2021-09-28 19:12:20,2024-09-28 19:12:20,Reward
1027,15366,,DEBIT,8504798803922211,,2020-12-21 20:13:20,2024-12-21 20:13:20,Discover
1028,,4066,CREDIT,419098251638917,7428,2021-08-04 22:24:44,2024-08-04 22:24:44,Business
1029,,5914,CREDIT,5626237650109089,6169,2022-01-14 02:21:52,2025-01-14 02:21:52,Travel
1030,30721,,DEBIT,7815251793807024,,2021-02-01 03:53:48,2025-02-01 03:53:48,Visa
1031,,20178,CREDIT,7161748633331204,8479,2022-06-09 19:44:09,2025-06-09 19:44:09,Travel
1032,31227,,DEBIT,9324383910059645,,2022-11-28 08:01:28,2026-11-28 08:01:28,MasterCard
1033,13772,,DEBIT,4740691934812748,,2021-11-30 20:47:57,2025-11-30 20:47:57,MasterCard
1034,25390,,DEBIT,8372409877987070,,2021-07-03 03:44:04,2025-07-03 03:44:04,American Express
1035,21781,,DEBIT,2702645501904716,,2021-07-17 09:45:29,2025-07-17 09:45:29,Visa
1036,1233,,DEBIT,719165009453724,,2020-08-19 07:26:13,2024-08-19 07:26:13,American Express
1037,,13471,CREDIT,5131737824680294,9549,2022-07-12 23:14:06,2025-07-12 23:14:06,Business
1038,,6115,CREDIT,9945869767050782,7406,2023-02-13 14:24:34,2026-02-13 14:24:34,Business
1039,,26439,CREDIT,7542960910858891,5722,2021-06-08 08:21:50,2024-06-08 08:21:50,Shopping
1040,,21941,CREDIT,2179583615245050,9752,2020-12-24 04:03:15,2023-12-24 04:03:15,Travel
1041,,20105,CREDIT,3821725390647686,2276,2023-04-19 23:30:27,2026-04-19 23:30:27,Reward
1042,28581,,DEBIT,5290745558105959,,2021-05-01 01:43:13,2025-05-01 01:43:13,UnionPay
1043,,10264,CREDIT,8296873206741079,7444,2021-11-04 07:42:18,2024-11-04 07:42:18,Shopping
1044,,28389,CREDIT,8430574548664062,7803,2023-03-29 17:27:37,2026-03-29 17:27:37,Business
1045,,1620,CREDIT,7176582830886276,4303,2022-12-31 22:39:23,2025-12-31 22:39:23,Travel
1046,33744,,DEBIT,4999331595304243,,2022-10-09 03:38:12,2026-10-09 03:38:12,American Express
1047,,3659,CREDIT,1974997791694385,5226,2021-04-11 04:55:26,2024-04-11 04:55:26,Business
1048,,1017,CREDIT,4260677095332750,2933,2021-10-15 04:18:04,2024-10-15 04:18:04,Reward
1049,33311,,DEBIT,5667839295275852,,2020-12-16 21:33:33,2024-12-16 21:33:33,Discover
1050,10538,,DEBIT,9270509986949075,,2023-05-03 21:46:50,2027-05-03 21:46:50,Discover
1051,7045,,DEBIT,2123696453930819,,2023-06-18 18:59:29,2027-06-18 18:59:29,American Express
1052,8993,,DEBIT,2989673808717198,,2020-09-21 19:45:31,2024-09-21 19:45:31,American Express
1053,29534,,DEBIT,838327914964403,,2023-05-13 21:15:47,2027-05-13 21:15:47,Discover
1054,,11811,CREDIT,7160233364211883,6878,2021-03-06 10:18:16,2024-03-06 10:18:16,Reward
1055,35825,,DEBIT,5352279221106040,,2023-05-28 10:09:14,2027-05-28 10:09:14,Visa
1056,39940,,DEBIT,2318851847867389,,2020-12-29 20:27:05,2024-12-29 20:27:05,UnionPay
1057,,7994,CREDIT,7262048834547697,2470,2022-07-14 14:53:58,2025-07-14 14:53:58,Business
1058,3700,,DEBIT,149745511605341,,2021-09-20 14:48:38,2025-09-20 14:48:38,Visa
1059,9690,,DEBIT,3590244663311038,,2023-04-16 22:40:10,2027-04-16 22:40:10,Visa
1060,,25668,CREDIT,2634114263260649,8747,2021-10-28 03:13:45,2024-10-28 03:13:45,Shopping
1061,34811,,DEBIT,4089986458471685,,2021-01-20 11:04:58,2025-01-20 11:04:58,UnionPay
1062,,19676,CREDIT,4379099601436910,8988,2021-06-02 21:08:28,2024-06-02 21:08:28,Shopping
1063,12467,,DEBIT,6915014822083502,,2022-09-07 12:16:18,2026-09-07 12:16:18,Visa
1064,7355,,DEBIT,8650881372639920,,2021-12-28 07:23:16,2025-12-28 07:23:16,UnionPay
1065,,1473,CREDIT,6112239502518423,6447,2020-12-17 13:12:43,2023-12-17 13:12:43,Travel
1066,15255,,DEBIT,1393524930519536,,2023-04-20 11:55:46,2027-04-20 11:55:46,MasterCard
1067,19700,,DEBIT,1217265726397240,,2022-12-09 17:52:54,2026-12-09 17:52:54,UnionPay
1068,22613,,DEBIT,9562664227926783,,2023-01-03 12:27:38,2027-01-03 12:27:38,Visa
1069,7656,,DEBIT,7998216717555631,,2021-08-26 18:08:33,2025-08-26 18:08:33,Discover
1070,,18209,CREDIT,30766548944704,8788,2022-01-31 08:27:52,2025-01-31 08:27:52,Shopping
1071,,7069,CREDIT,842503016251898,2625,2022-07-13 03:46:44,2025-07-13 03:46:44,Business
1072,29390,,DEBIT,7467281704239098,,2021-10-08 20:47:07,2025-10-08 20:47:07,UnionPay
1073,,389,CREDIT,2750157406751606,4559,2021-04-30 02:56:51,2024-04-30 02:56:51,Reward
1074,,27952,CREDIT,200316092055554,3236,2021-02-17 13:27:12,2024-02-17 13:27:12,Business
1075,,15537,CREDIT,6588228634399281,7862,2020-09-18 00:16:26,2023-09-18 00:16:26,Reward
1076,3340,,DEBIT,4459133487683205,,2020-12-09 03:14:52,2024-12-09 03:14:52,American Express
1077,15087,,DEBIT,6030552080698603,,2020-08-24 19:08:46,2024-08-24 19:08:46,UnionPay
1078,1359,,DEBIT,8280874148986652,,2022-01-22 02:48:42,2026-01-22 02:48:42,MasterCard
1079,30,,DEBIT,1475743240369568,,2022-09-09 18:09:54,2026-09-09 18:09:54,American Express
1080,5866,,DEBIT,606553338567905,,2020-08-15 22:40:03,2024-08-15 22:40:03,Visa
1081,825,,DEBIT,4449286998314301,,2022-06-01 21:40:25,2026-06-01 21:40:25,MasterCard
1082,14210,,DEBIT,9965195656723532,,2020-12-31 07:00:17,2024-12-31 07:00:17,UnionPay
1083,15467,,DEBIT,7909518488573397,,2020-07-24 07:50:05,2024-07-24 07:50:05,American Express
1084,,10391,CREDIT,3341359510224349,9973,2020-08-09 14:50:08,2023-08-09 14:50:08,Business
1085,,4909,CREDIT,4203219639171106,2867,2021-09-05 00:09:10,2024-09-05 00:09:10,Reward
1086,38961,,DEBIT,7503592315485300,,2021-06-22 02:16:39,2025-06-22 02:16:39,Discover
1087,39028,,DEBIT,8398757977381752,,2021-01-13 06:07:55,2025-01-13 06:07:55,Discover
1088,,17655,CREDIT,6673435329530569,5096,2022-12-11 16:58:22,2025-12-11 16:58:22,Business
1089,,13134,CREDIT,5591745733543452,9776,2022-10-04 05:55:29,2025-10-04 05:55:29,Reward
1090,3511,,DEBIT,5854661737387425,,2022-06-19 14:35:36,2026-06-19 14:35:36,American Express
1091,39962,,DEBIT,5893293550804161,,2023-05-19 13:43:11,2027-05-19 13:43:11,Discover
1092,,15503,CREDIT,8535971471851170,5452,2021-11-28 05:14:26,2024-11-28 05:14:26,Travel
1093,,24687,CREDIT,4051377510145546,5776,2022-02-16 04:56:23,2025-02-16 04:56:23,Business
1094,,22567,CREDIT,2819645602340765,9790,2023-03-20 00:51:47,2026-03-20 00:51:47,Travel
1095,36569,,DEBIT,3780095738955354,,2023-01-08 09:32:26,2027-01-08 09:32:26,UnionPay
1096,,28555,CREDIT,5116569260282645,6492,2020-09-09 19:43:27,2023-09-09 19:43:27,Business
1097,31404,,DEBIT,175914179107963,,2023-04-09 13:26:17,2027-04-09 13:26:17,MasterCard
1098,24304,,DEBIT,8361036321342910,,2023-03-05 01:41:37,2027-03-05 01:41:37,Discover
1099,31090,,DEBIT,7987903004410233,,2022-03-07 14:41:23,2026-03-07 14:41:23,MasterCard
1100,,21014,CREDIT,6355070323195527,3284,2021-04-06 03:11:53,2024-04-06 03:11:53,Reward
1101,,27317,CREDIT,6088953916175363,7907,2020-12-28 19:58:07,2023-12-28 19:58:07,Business
1102,,4216,CREDIT,8070576791740391,2524,2020-10-13 10:09:48,2023-10-13 10:09:48,Travel
1103,,16748,CREDIT,1697368611084137,2810,2021-12-16 12:48:47,2024-12-16 12:48:47,Business
1104,,28556,CREDIT,3525649160022696,5726,2023-03-12 06:26:19,2026-03-12 06:26:19,Travel
1105,22337,,DEBIT,2989574365639895,,2021-07-21 22:10:44,2025-07-21 22:10:44,Visa
1106,5054,,DEBIT,7971361438528057,,2022-08-08 11:39:37,2026-08-08 11:39:37,Discover
1107,33714,,DEBIT,6374955034258420,,2021-06-02 02:48:44,2025-06-02 02:48:44,Visa
1108,20577,,DEBIT,7733124784940039,,2021-10-18 15:20:43,2025-10-18 15:20:43,American Express
1109,381,,DEBIT,1602203801825413,,2023-04-29 21:22:40,2027-04-29 21:22:40,American Express
1110,,12838,CREDIT,3635878832251761,5538,2023-04-01 01:30:20,2026-04-01 01:30:20,Travel
1111,,20000,CREDIT,5178240390987832,9804,2022-07-07 14:11:22,2025-07-07 14:11:22,Business
1112,,5410,CREDIT,3740518946723901,2771,2020-07-18 03:13:50,2023-07-18 03:13:50,Travel
1113,5532,,DEBIT,2919257057921427,,2022-12-05 01:20:39,2026-12-05 01:20:39,Visa
1114,,13108,CREDIT,6111285110959772,9394,2021-01-20 06:15:03,2024-01-20 06:15:03,Reward
1115,7957,,DEBIT,7511230093597002,,2021-11-14 04:49:18,2025-11-14 04:49:18,MasterCard
