Customer ID,Date_col,Location,Customers,Units,Balance,Loan Applications,Overtime Hours,Overtime in Dollars,Turn Over Rate,Employee Name,Product Type,Revenue,Credit Card Decision Status,Credit Card Type,Deposit Account Status,Account Number
177,3/18/2022,Maine,Eve Spears,7153,2406078,5,12,150,0,Dean England,ED Loan,-783239,Withdrawn,Consumer,Non-Interest Bearing,95727007
178,4/22/2023,Arkansas,Tanek Mcdaniel,3428,1742758,4,23,219,2,Dean England,ED Loan,-1484499,Approved,Consumer,Non-Interest Bearing,58718662
179,6/3/2022,Georgia,Jackson Floyd,1664,8911327,3,17,588,2,Dean England,ED Loan,-816575,Declined,Consumer,Non-Interest Bearing,87188779
180,12/20/2022,Minnesota,Karina Tillman,2793,8676819,4,21,1293,4,Dean England,ED Loan,-1162052,Withdrawn,Consumer,Non-Interest Bearing,60668457
181,3/7/2022,Louisiana,Steel Phelps,2689,6928481,3,3,1070,6,Dean England,ED Loan,-229009,Approved,Consumer,Non-Interest Bearing,87981693
182,1/3/2023,Iowa,Daquan Sharp,8166,4859170,1,21,905,5,Dean England,ED Loan,-1625502,Declined,Consumer,Non-Interest Bearing,96334779
183,5/25/2023,Alaska,Nola May,7234,2266188,3,23,1453,4,Dean England,ED Loan,-994198,Withdrawn,Consumer,Non-Interest Bearing,88277754
184,1/23/2022,Minnesota,Lucian Glass,3162,6961250,2,23,761,5,Dean England,ED Loan,-973542,Approved,Consumer,Non-Interest Bearing,76595072
185,4/30/2022,Indiana,Michael Hudson,5136,5136889,4,19,636,1,Dean England,ED Loan,-1081462,Declined,Consumer,Non-Interest Bearing,87763012
186,4/17/2022,Connecticut,Vincent Fitzpatrick,4225,6615255,1,17,994,7,Dean England,ED Loan,-195678,Withdrawn,Consumer,Non-Interest Bearing,82549924
187,4/18/2023,Illinois,Timon Zamora,5180,8787701,3,22,521,6,Dean England,ED Loan,-772366,Approved,Consumer,Non-Interest Bearing,83428370
188,8/26/2023,Vermont,Nasim Miranda,7443,6811071,4,22,401,4,Dean England,ED Loan,-1569269,Declined,Consumer,Non-Interest Bearing,86511497
189,1/28/2023,Pennsylvania,Hakeem Alvarez,6228,2445970,4,18,405,1,Dean England,ED Loan,-193280,Withdrawn,Consumer,Non-Interest Bearing,61516277
190,2/16/2023,Connecticut,Larissa Morrow,3755,2708483,1,22,700,2,Dean England,ED Loan,-831201,Approved,Consumer,Non-Interest Bearing,82324196
191,8/20/2022,Florida,Raymond Monroe,3264,7356183,2,19,847,2,Dean England,ED Loan,-1799286,Declined,Consumer,Non-Interest Bearing,77139627
192,2/19/2023,Delaware,Joan Hickman,7713,2334268,0,8,961,6,Dean England,ED Loan,-1704014,Withdrawn,Consumer,Non-Interest Bearing,77934092
193,7/14/2023,Colorado,Cyrus Ellison,9119,8857974,4,7,474,3,Dean England,ED Loan,-367570,Approved,Consumer,Non-Interest Bearing,59233369
194,7/18/2022,Indiana,Brian Montgomery,2151,6893538,2,15,84,4,Dean England,ED Loan,-424617,Declined,Consumer,Non-Interest Bearing,76047724
195,8/21/2023,California,Gisela Cook,6638,4581175,1,5,109,7,Dean England,ED Loan,-586118,Withdrawn,Consumer,Non-Interest Bearing,82649296
196,2/21/2023,Alaska,Christopher Coffey,7611,3125321,5,15,1053,4,Dean England,ED Loan,-1798246,Approved,Consumer,Non-Interest Bearing,60000764
197,1/21/2022,Arkansas,Nero Oneal,4228,2746123,1,4,280,3,Dean England,ED Loan,-835684,Declined,Consumer,Non-Interest Bearing,58526894
198,6/22/2023,Minnesota,Galvin Barry,5025,7758367,3,20,575,6,Dean England,ED Loan,-1130525,Withdrawn,Consumer,Non-Interest Bearing,95713112
199,12/26/2021,Illinois,Byron Welch,6459,4467525,3,7,1213,1,Dean England,ED Loan,-963432,Approved,Consumer,Non-Interest Bearing,67322887
200,3/5/2022,Indiana,Merritt Calderon,6866,1895297,1,9,248,7,Dean England,ED Loan,-1640456,Declined,Consumer,Non-Interest Bearing,86292472
201,7/10/2022,Connecticut,Camden Mccall,1430,5606744,3,1,270,0,Dean England,ED Loan,-545111,Withdrawn,Consumer,Non-Interest Bearing,69333175
202,12/18/2022,Mississippi,Wilma Gross,9135,5805296,2,20,839,3,Dean England,ED Loan,-859404,Approved,Consumer,Non-Interest Bearing,71747020
203,7/30/2022,Michigan,Olympia Holt,2387,8070367,4,15,361,2,Dean England,ED Loan,-1313650,Declined,Consumer,Non-Interest Bearing,63645898
204,1/1/2023,Minnesota,Madeson Bridges,2331,6734089,2,0,1266,6,Dean England,ED Loan,-1782755,Withdrawn,Consumer,Non-Interest Bearing,87016624
205,6/3/2022,Florida,Emery Simmons,8918,8496347,0,22,434,3,Dean England,ED Loan,-522554,Approved,Consumer,Non-Interest Bearing,82999465
206,3/11/2022,Oregon,Carolyn Conway,4005,1546505,1,18,976,7,Dean England,ED Loan,-365750,Declined,Consumer,Non-Interest Bearing,86689102
207,5/13/2022,Nebraska,Emerson Deleon,8156,7332719,1,16,915,3,Dean England,ED Loan,-1297151,Withdrawn,Consumer,Non-Interest Bearing,81866890
208,7/1/2023,Montana,William Warren,5961,5777199,1,22,996,2,Dean England,ED Loan,-1154870,Approved,Consumer,Non-Interest Bearing,91830646
209,4/5/2023,Connecticut,Aiko Orr,6958,6718306,1,2,900,2,Dean England,ED Loan,-366045,Declined,Consumer,Non-Interest Bearing,60251554
210,1/24/2023,Georgia,Indira Beasley,2400,5556444,2,1,1107,1,Dean England,ED Loan,-1233458,Withdrawn,Consumer,Non-Interest Bearing,76080311
211,7/7/2023,Illinois,Nash Savage,7081,7281995,2,14,58,6,Dean England,ED Loan,-696883,Approved,Consumer,Non-Interest Bearing,84942346
212,8/21/2022,Idaho,Anastasia Kline,1371,5501657,3,4,1026,3,Dean England,ED Loan,-1607884,Declined,Consumer,Non-Interest Bearing,70083450
213,12/14/2022,Louisiana,Amber York,4131,2182420,0,7,1299,4,Dean England,ED Loan,-1259213,Withdrawn,Consumer,Non-Interest Bearing,74625258
214,12/13/2022,Delaware,Jessamine Evans,7548,6825111,2,11,162,8,Dean England,ED Loan,-279454,Approved,Consumer,Non-Interest Bearing,75984509
215,11/29/2022,Alabama,Reed Brady,7778,2603062,0,20,252,6,Dean England,ED Loan,-1795027,Declined,Consumer,Non-Interest Bearing,94165450
216,11/12/2022,Idaho,Merritt Dodson,2131,2265572,1,8,1436,1,Dean England,ED Loan,-1348413,Withdrawn,Consumer,Non-Interest Bearing,96074789
217,2/19/2022,Florida,Yuri Osborn,7468,8062212,3,4,570,4,Dean England,ED Loan,-1550977,Approved,Consumer,Non-Interest Bearing,64115778
218,6/25/2023,Hawaii,Brody Bowman,7322,3953268,5,20,280,5,Dean England,ED Loan,-1707489,Declined,Consumer,Non-Interest Bearing,85206506
219,12/11/2021,Oklahoma,Adena Norton,1947,6405593,0,7,1491,7,Dean England,ED Loan,-1348870,Withdrawn,Consumer,Non-Interest Bearing,92203082
220,2/23/2022,Colorado,Jarrod Montgomery,3161,8672538,4,20,805,3,Dean England,ED Loan,-1644773,Approved,Consumer,Non-Interest Bearing,82389486
221,2/1/2022,Connecticut,Jamal Diaz,8453,5219005,4,12,95,4,Dean England,ED Loan,-409646,Declined,Consumer,Non-Interest Bearing,76912559
222,2/7/2022,Alaska,Megan Campbell,2378,5878295,1,1,1464,5,Dean England,ED Loan,-761837,Withdrawn,Consumer,Non-Interest Bearing,87365427
223,7/27/2023,Alaska,Dalton Stark,2464,1395506,1,15,234,5,Dean England,ED Loan,-1587592,Approved,Consumer,Non-Interest Bearing,70782683
224,2/15/2023,Connecticut,Macaulay Cain,4309,1829933,5,17,994,7,Dean England,ED Loan,-1692850,Declined,Consumer,Non-Interest Bearing,60493758
225,5/20/2022,Colorado,Maggy Cantrell,6872,5798594,4,18,1148,8,Jin Nunez,ED Loan,-1107272,Withdrawn,Consumer,Non-Interest Bearing,82397031
226,8/22/2022,Oregon,Craig Parker,8583,2199464,1,19,636,2,Jin Nunez,ED Loan,-1464853,Approved,Consumer,Non-Interest Bearing,89504962
227,6/16/2022,Missouri,Kalia Sims,6835,1734553,0,4,1290,3,Jin Nunez,ED Loan,-1470784,Declined,Consumer,Non-Interest Bearing,83191915
228,1/6/2022,Tennessee,Geoffrey Wilcox,8941,9497702,3,10,776,4,Jin Nunez,ED Loan,-899089,Withdrawn,Consumer,Non-Interest Bearing,81067357
229,11/26/2022,Delaware,Kato Anderson,2035,4801028,4,1,1448,4,Jin Nunez,ED Loan,-1398147,Approved,Consumer,Non-Interest Bearing,66268891
230,1/19/2023,Minnesota,Dai Lester,3423,3831863,1,18,1307,7,Jin Nunez,ED Loan,-771568,Declined,Consumer,Non-Interest Bearing,66560750
231,4/19/2022,Maine,Harlan Cleveland,1909,7042525,2,12,310,4,Jin Nunez,ED Loan,-898399,Withdrawn,Consumer,Non-Interest Bearing,71504768
232,5/27/2022,Kansas,Palmer Chavez,6385,7578169,1,3,1090,1,Jin Nunez,ED Loan,-821375,Approved,Consumer,Non-Interest Bearing,75820307
233,5/7/2022,Idaho,Rina Dillon,6029,4821496,3,1,150,4,Jin Nunez,ED Loan,-1008071,Declined,Consumer,Non-Interest Bearing,83716130
234,8/30/2023,Delaware,Noah Puckett,3708,5377397,2,22,1434,8,Jin Nunez,ED Loan,-1511268,Withdrawn,Consumer,Non-Interest Bearing,70292298
235,8/25/2022,Minnesota,Sybil Neal,6606,7731631,4,18,97,1,Jin Nunez,ED Loan,-618166,Approved,Consumer,Non-Interest Bearing,64254052
236,2/3/2022,Washington,Jeanette Gallagher,2739,9060745,2,20,1498,1,Jin Nunez,ED Loan,-1551455,Declined,Consumer,Non-Interest Bearing,95604573
237,7/28/2022,Arkansas,Nell Knapp,2665,6081883,3,6,1368,2,Jin Nunez,ED Loan,-1354144,Withdrawn,Consumer,Non-Interest Bearing,85398696
238,6/14/2023,Hawaii,Katelyn Pratt,9110,7585446,4,22,154,3,Jin Nunez,ED Loan,-799517,Approved,Consumer,Non-Interest Bearing,77592340
239,4/21/2022,Hawaii,Ishmael Sparks,5395,6711726,4,5,1131,5,Jin Nunez,ED Loan,-1772052,Declined,Consumer,Non-Interest Bearing,80934316
240,5/15/2023,Alaska,Aidan Wade,2257,8135500,3,18,681,4,Jin Nunez,ED Loan,-838055,Withdrawn,Consumer,Non-Interest Bearing,73356734
241,3/20/2022,Tennessee,Risa Dawson,5842,8434995,3,4,291,4,Jin Nunez,ED Loan,-999547,Approved,Consumer,Non-Interest Bearing,76204469
242,5/5/2023,Utah,Malachi Stanley,3078,6634979,2,3,736,1,Jin Nunez,ED Loan,-813091,Declined,Consumer,Non-Interest Bearing,81821751
243,10/24/2022,Minnesota,Dennis Nicholson,2978,2254056,1,23,1485,7,Jin Nunez,ED Loan,-1264493,Withdrawn,Consumer,Non-Interest Bearing,72955384
244,4/17/2023,Delaware,Jordan Marquez,7810,2034242,2,1,99,2,Jin Nunez,ED Loan,-1295432,Approved,Consumer,Non-Interest Bearing,95842640
245,5/2/2022,Arkansas,Harriet Wall,4913,9234560,0,8,543,6,Jin Nunez,ED Loan,-1004218,Declined,Consumer,Non-Interest Bearing,67947181
246,1/25/2023,Wisconsin,Gavin Parsons,2161,9141775,4,7,1197,7,Jin Nunez,ED Loan,-573359,Withdrawn,Consumer,Non-Interest Bearing,63876093
247,9/21/2022,Florida,Echo Castro,5471,4721364,3,5,1390,4,Jin Nunez,ED Loan,-565630,Approved,Consumer,Non-Interest Bearing,80934470
248,12/7/2021,Delaware,Melvin Roth,8296,9017248,4,18,98,5,Samantha Garcia,ED Loan,-1114524,Declined,Consumer,Non-Interest Bearing,70743134
249,3/13/2023,Alabama,Veda Steele,6266,7707249,2,13,929,0,Veda Melendez,ED Loan,-313139,Withdrawn,Consumer,Non-Interest Bearing,60380182
250,4/14/2022,Louisiana,Harrison Logan,7567,9091363,3,22,132,7,Meghan Small,ED Loan,-661344,Approved,Consumer,Non-Interest Bearing,66390860
251,12/27/2022,Arizona,Donovan Anderson,3176,6526683,1,20,505,2,Meghan Small,ED Loan,13320949,Declined,Consumer,Non-Interest Bearing,71931639
252,7/10/2022,Nebraska,Kevin York,6892,2507588,2,19,923,5,Meghan Small,ED Loan,52381814,Withdrawn,Consumer,Non-Interest Bearing,98299533
253,3/19/2022,Wyoming,Giacomo Bond,8516,3882812,2,9,1221,2,Meghan Small,ED Loan,26046491,Approved,Consumer,Non-Interest Bearing,74936858
254,12/25/2022,Ohio,Pascale Wright,5540,2562388,0,8,1494,1,Meghan Small,ED Loan,14837076,Declined,Consumer,Non-Interest Bearing,92092987
255,7/29/2023,Hawaii,Aaron Huffman,4897,8638778,1,8,1284,6,Meghan Small,ED Loan,33739318,Withdrawn,Consumer,Non-Interest Bearing,85334795
256,3/3/2022,Hawaii,Callum Ballard,2533,5471738,3,19,457,4,Meghan Small,ED Loan,75053268,Approved,Consumer,Non-Interest Bearing,66536244
257,11/29/2021,Arizona,Unity Sharp,9210,2869940,3,9,630,3,Meghan Small,ED Loan,38613293,Declined,Consumer,Non-Interest Bearing,57233981
258,12/21/2022,Vermont,Echo Gross,7732,8684885,3,8,1109,5,Meghan Small,ED Loan,84765182,Withdrawn,Consumer,Non-Interest Bearing,77067164
259,5/2/2023,Wyoming,Montana Beach,6234,1968333,1,2,577,5,Meghan Small,ED Loan,46124796,Approved,Consumer,Non-Interest Bearing,81468205
260,4/2/2023,Utah,Jorden Boyd,5709,7033302,1,4,705,1,Meghan Small,ED Loan,19029421,Declined,Consumer,Non-Interest Bearing,70423429
261,11/25/2021,Massachusetts,Caesar Jordan,7906,6592723,3,5,634,6,Meghan Small,ED Loan,75170411,Withdrawn,Consumer,Non-Interest Bearing,70919280
262,2/5/2023,Maine,Noble Hutchinson,5603,2950389,2,9,1086,4,Meghan Small,ED Loan,18223559,Approved,Consumer,Non-Interest Bearing,83036600
263,4/4/2022,Washington,Jayme Meyer,6357,2664908,3,1,1228,2,Meghan Small,ED Loan,86733605,Declined,Consumer,Non-Interest Bearing,70130586
264,12/28/2022,Kansas,Peter Shannon,8646,5005535,2,8,140,6,Meghan Small,ED Loan,25769922,Withdrawn,Consumer,Non-Interest Bearing,91396356
265,2/14/2022,Minnesota,Lars Lane,7071,3075427,2,23,578,3,Meghan Small,ED Loan,24809376,Approved,Consumer,Non-Interest Bearing,95408456
266,8/9/2022,Oklahoma,Simon Anthony,5095,5647819,1,22,443,6,Meghan Small,ED Loan,12501343,Declined,Consumer,Non-Interest Bearing,78944074
267,5/17/2023,Colorado,Dara Pena,6251,5267414,4,1,368,2,Meghan Small,ED Loan,84397684,Withdrawn,Consumer,Non-Interest Bearing,90691788
268,5/14/2022,Maryland,Athena Nixon,3431,8425723,0,16,860,3,Meghan Small,ED Loan,80918640,Approved,Consumer,Non-Interest Bearing,66764466
269,12/2/2021,Alaska,Erasmus Collins,4240,2596006,1,13,812,6,Meghan Small,ED Loan,82836212,Declined,Consumer,Non-Interest Bearing,93441128
270,12/1/2022,Hawaii,Regan Middleton,2444,8582075,3,2,1492,6,Meghan Small,ED Loan,82307140,Withdrawn,Consumer,Non-Interest Bearing,75478283
271,1/13/2023,Oregon,Jonas Carlson,1847,3317607,0,21,922,5,Meghan Small,ED Loan,51270353,Approved,Consumer,Non-Interest Bearing,91553028
272,2/23/2023,Hawaii,Sacha Johnson,4007,3881289,4,15,648,4,Meghan Small,ED Loan,43043256,Declined,Consumer,Non-Interest Bearing,63300839
273,3/12/2023,Wisconsin,Brett Oliver,9176,7647402,5,1,119,2,Meghan Small,ED Loan,24576484,Withdrawn,Consumer,Non-Interest Bearing,67085879
274,12/9/2022,Hawaii,Kato Anthony,5543,7320375,1,23,361,7,Meghan Small,ED Loan,51089544,Approved,Consumer,Non-Interest Bearing,65491008
275,2/28/2022,Illinois,Bradley Hammond,3339,1763391,1,8,1347,4,Meghan Small,ED Loan,88955339,Declined,Consumer,Non-Interest Bearing,96088280
276,3/7/2023,Minnesota,Fletcher Bryant,2054,7877226,4,3,72,2,Meghan Small,ED Loan,56574213,Withdrawn,Consumer,Non-Interest Bearing,97815696
277,7/21/2022,Colorado,Jameson White,9164,3749448,2,4,313,4,Meghan Small,ED Loan,61276784,Approved,Consumer,Non-Interest Bearing,94232955
278,9/17/2022,Indiana,Jackson Vinson,1743,8679782,4,17,217,7,Meghan Small,ED Loan,35001653,Declined,Consumer,Non-Interest Bearing,69669436
279,6/16/2022,Mississippi,Isabelle Estrada,7666,2259500,3,22,1058,2,Meghan Small,ED Loan,4506128,Withdrawn,Consumer,Non-Interest Bearing,84055996
280,11/19/2022,Colorado,Blythe Irwin,7017,6741453,0,15,905,4,Meghan Small,ED Loan,84033715,Approved,Consumer,Non-Interest Bearing,70640940
281,9/3/2022,Mississippi,Curran Perkins,5627,1592106,5,9,323,6,Meghan Small,ED Loan,77149407,Declined,Consumer,Non-Interest Bearing,70460330
282,6/2/2023,Louisiana,Ainsley Grant,4589,6678205,1,11,853,1,Meghan Small,ED Loan,18861461,Withdrawn,Consumer,Non-Interest Bearing,82501407
283,1/28/2023,Tennessee,Cadman Alvarado,6412,4727651,0,20,979,4,Meghan Small,ED Loan,3483813,Approved,Consumer,Non-Interest Bearing,79474778
284,6/7/2023,Georgia,Martha Rowe,4477,2830459,1,10,510,2,Meghan Small,ED Loan,84383251,Declined,Consumer,Non-Interest Bearing,61458615
285,7/28/2022,Maine,Asher Cruz,7153,2914098,0,18,849,3,Meghan Small,ED Loan,59545271,Withdrawn,Consumer,Non-Interest Bearing,77044818
286,6/24/2023,Wyoming,Caesar Holmes,6068,4255114,3,7,1316,6,Meghan Small,ED Loan,1864646,Approved,Consumer,Non-Interest Bearing,66052884
287,5/4/2023,Colorado,Xaviera Blackburn,8142,5521088,2,14,949,7,Meghan Small,ED Loan,63837443,Declined,Consumer,Non-Interest Bearing,97465801
288,1/23/2023,Nevada,Ashely Ochoa,6237,2000851,2,2,848,6,Meghan Small,ED Loan,15069780,Withdrawn,Consumer,Non-Interest Bearing,63543092
289,1/26/2022,Hawaii,Zephr William,9534,7957690,2,7,1143,5,Meghan Small,ED Loan,740112,Approved,Consumer,Non-Interest Bearing,73036870
290,5/23/2023,Maine,Kay Good,7440,3354137,4,21,770,6,Meghan Small,ED Loan,88263617,Declined,Consumer,Non-Interest Bearing,82110743
291,6/21/2023,Idaho,Louis Haynes,3995,2839112,1,20,819,6,Meghan Small,ED Loan,20070967,Withdrawn,Consumer,Non-Interest Bearing,62829793
292,4/11/2022,Wisconsin,Wilma Hickman,7916,2746046,1,15,1161,2,Meghan Small,ED Loan,10327287,Approved,Consumer,Non-Interest Bearing,89757397
293,9/6/2022,Connecticut,Justine Kent,3126,2649994,1,19,80,4,Meghan Small,ED Loan,11418431,Declined,Consumer,Non-Interest Bearing,87281379
294,8/23/2022,Connecticut,Kessie Larson,7291,2204498,4,21,1331,3,Meghan Small,ED Loan,5826710,Withdrawn,Consumer,Non-Interest Bearing,77968102
295,7/28/2022,Wisconsin,Winifred Wagner,1930,5195233,3,3,1253,5,Meghan Small,ED Loan,83260510,Approved,Consumer,Non-Interest Bearing,96218187
296,8/3/2022,Missouri,Minerva Hicks,8001,9259445,3,23,536,3,Meghan Small,ED Loan,67969721,Declined,Consumer,Non-Interest Bearing,90986292
297,12/30/2021,Wyoming,Ifeoma Kinney,3476,7219681,2,3,1455,6,Meghan Small,ED Loan,75274922,Withdrawn,Consumer,Non-Interest Bearing,78555507
298,7/22/2023,Indiana,Harrison Hansen,3588,9455243,2,22,168,0,Meghan Small,ED Loan,11034570,Approved,Consumer,Non-Interest Bearing,94623298
299,11/23/2022,Idaho,Isabella Wright,9247,8246032,3,22,378,0,Meghan Small,ED Loan,23504036,Declined,Consumer,Non-Interest Bearing,80108347
300,8/19/2023,Massachusetts,Unity Stanton,2219,3967516,5,21,157,4,Meghan Small,ED Loan,87867590,Withdrawn,Consumer,Non-Interest Bearing,95539596
301,7/14/2023,Tennessee,Madaline Melton,5192,6016127,5,21,1470,1,Meghan Small,ED Loan,57046791,Approved,Consumer,Non-Interest Bearing,75407241
302,11/14/2022,Missouri,Jasmine Goff,4322,4571500,4,1,1099,3,Meghan Small,ED Loan,30260916,Declined,Consumer,Non-Interest Bearing,90201777
303,5/11/2023,Louisiana,Robin Baker,8159,3416443,0,10,1255,8,Meghan Small,ED Loan,71121533,Withdrawn,Consumer,Non-Interest Bearing,61425667
304,4/18/2023,Kentucky,Stone Roberson,5574,8722858,1,17,198,0,Meghan Small,ED Loan,86167160,Approved,Consumer,Non-Interest Bearing,68640836
305,2/9/2022,Arizona,Jessica Mcintosh,3429,4567355,0,3,828,0,Meghan Small,ED Loan,27122312,Declined,Consumer,Non-Interest Bearing,93764054
306,4/24/2023,Wyoming,Robert Turner,7737,7703112,2,23,846,7,Meghan Small,ED Loan,86174042,Withdrawn,Consumer,Non-Interest Bearing,78278520
307,12/18/2022,Hawaii,Jamal Roach,4253,9097229,2,5,1082,6,Meghan Small,ED Loan,78657225,Approved,Consumer,Non-Interest Bearing,73392191
308,6/28/2023,Ohio,Orli Baldwin,4236,7130875,4,8,798,3,Meghan Small,ED Loan,74987947,Declined,Consumer,Non-Interest Bearing,66119776
309,3/22/2023,Alaska,Martena Warner,1508,2256991,0,15,471,1,Meghan Small,ED Loan,48126372,Withdrawn,Consumer,Non-Interest Bearing,73420251
310,3/26/2022,Pennsylvania,Kalia Stewart,5027,6124799,0,21,976,0,Meghan Small,ED Loan,83228899,Approved,Consumer,Non-Interest Bearing,64713831
311,3/5/2023,Georgia,Marshall Lester,3700,1500728,2,9,1174,5,Meghan Small,ED Loan,13903614,Declined,Consumer,Non-Interest Bearing,57851859
312,2/27/2023,Texas,Ebony Clemons,3275,1688920,0,1,535,1,Meghan Small,ED Loan,23442248,Withdrawn,Consumer,Non-Interest Bearing,72985005
313,7/12/2023,Missouri,Tate Fuller,1523,3548424,3,22,771,7,Meghan Small,ED Loan,13528716,Approved,Consumer,Non-Interest Bearing,65041727
314,10/6/2022,Georgia,George Wilson,1864,7449917,3,17,626,7,Meghan Small,ED Loan,4190323,Declined,Consumer,Non-Interest Bearing,71363342
315,9/15/2022,Kansas,Ivy Byrd,2452,3240132,0,18,52,5,Meghan Small,ED Loan,13623819,Withdrawn,Consumer,Non-Interest Bearing,88411475
316,6/24/2022,Maine,Uma Morin,3969,6673704,1,11,860,1,Meghan Small,ED Loan,62384206,Approved,Consumer,Non-Interest Bearing,95130014
317,12/29/2022,Kentucky,Paki Blevins,1793,2683019,4,14,1146,1,Dominique Vargas,ED Loan,20243906,Declined,Consumer,Non-Interest Bearing,79139558
318,11/10/2022,Alaska,Emily Salazar,6438,9044074,2,18,1084,1,Wang Pearson,ED Loan,6273670,Withdrawn,Consumer,Non-Interest Bearing,66564514
319,11/23/2021,Connecticut,Otto Turner,4575,3424533,4,12,1024,5,Tanisha Mccray,ED Loan,72636080,Approved,Consumer,Non-Interest Bearing,71183524
320,11/30/2022,Nebraska,Xantha Forbes,2019,5738495,3,5,466,1,Samuel Manning,ED Loan,68516910,Declined,Consumer,Non-Interest Bearing,95218534
321,2/23/2022,Arkansas,May Hanson,6013,7580806,1,14,129,6,Odette Pierce,ED Loan,5364971,Withdrawn,Consumer,Non-Interest Bearing,78247049
322,12/28/2022,Mississippi,Kylan Stanton,8320,1566787,5,12,290,0,Talon Harris,ED Loan,38146133,Approved,Consumer,Non-Interest Bearing,57926359
323,1/23/2023,Kansas,Riley Mann,1608,6357500,2,12,527,2,Talon Harris,ED Loan,49616261,Declined,Consumer,Non-Interest Bearing,71175297
324,2/14/2022,Maine,Justine Duran,8207,9309460,3,15,693,5,Talon Harris,ED Loan,55576407,Withdrawn,Consumer,Non-Interest Bearing,64526213
325,8/11/2022,Kentucky,Noah Shields,3593,6934243,5,12,971,7,Talon Harris,ED Loan,77980158,Approved,Consumer,Non-Interest Bearing,84942577
326,12/30/2022,Florida,Signe Dillard,5510,1357522,2,17,351,1,Talon Harris,ED Loan,85717117,Declined,Consumer,Non-Interest Bearing,93918370
327,6/16/2023,Georgia,Grace Schroeder,2511,6406436,4,18,58,0,Talon Harris,ED Loan,40847698,Withdrawn,Consumer,Non-Interest Bearing,73885591
328,8/16/2023,Utah,Lael Burke,4839,8170303,1,5,1085,1,Talon Harris,ED Loan,81189651,Approved,Consumer,Non-Interest Bearing,61059937
329,4/7/2022,Iowa,Serena Hill,3978,6671844,4,11,925,8,Talon Harris,ED Loan,16352707,Declined,Consumer,Non-Interest Bearing,85238388
330,9/14/2022,Ohio,Colby Deleon,7185,9070989,2,10,139,5,Talon Harris,ED Loan,68067129,Withdrawn,Consumer,Non-Interest Bearing,96571066
331,4/30/2022,Hawaii,Vladimir Carter,2045,8629930,1,16,1352,5,Talon Harris,ED Loan,12014553,Approved,Consumer,Non-Interest Bearing,74850728
332,12/7/2021,Kansas,Stuart Ward,6619,2536892,2,8,58,2,Talon Harris,ED Loan,40662162,Declined,Consumer,Non-Interest Bearing,57143689
333,4/4/2023,Massachusetts,Ria Keith,7569,2738524,5,18,526,5,Talon Harris,ED Loan,52366511,Withdrawn,Consumer,Non-Interest Bearing,91762704
334,11/3/2022,Montana,Sybill Ashley,3506,6628817,3,24,1489,2,Talon Harris,ED Loan,50712178,Approved,Consumer,Non-Interest Bearing,62310919
335,7/19/2022,Maryland,Yeo Solis,9320,9363455,2,4,1463,1,Talon Harris,ED Loan,69773694,Declined,Consumer,Non-Interest Bearing,91470576
336,8/24/2022,Nevada,Beck Dominguez,8623,6504668,1,15,1050,0,Talon Harris,ED Loan,39456451,Withdrawn,Consumer,Non-Interest Bearing,57532613
337,3/23/2022,Wisconsin,Quinn Le,6864,3428305,0,10,883,4,Talon Harris,ED Loan,3266813,Approved,Consumer,Non-Interest Bearing,60019405
338,5/11/2022,Illinois,Katelyn Trujillo,4758,8028701,3,13,1268,5,Talon Harris,ED Loan,42471306,Declined,Consumer,Non-Interest Bearing,68493272
339,6/15/2023,Arkansas,Dorothy Schwartz,4256,3881365,1,20,253,3,Talon Harris,ED Loan,67118089,Withdrawn,Consumer,Non-Interest Bearing,62435622
340,8/21/2022,Florida,Shellie Vincent,7907,1753014,0,15,1109,5,Talon Harris,ED Loan,29894205,Approved,Consumer,Non-Interest Bearing,72303536
341,7/9/2022,Wyoming,Yoshio Franklin,8142,1353275,5,6,1143,7,Talon Harris,ED Loan,87475280,Declined,Consumer,Non-Interest Bearing,68300630
342,3/26/2022,Montana,Chaney Delaney,1438,2762164,3,5,744,7,Talon Harris,ED Loan,19081014,Withdrawn,Consumer,Non-Interest Bearing,64420658
343,12/14/2022,Louisiana,Aquila Pickett,6264,5472195,3,9,1394,2,Talon Harris,ED Loan,36251261,Approved,Consumer,Non-Interest Bearing,70688394
344,6/14/2023,Wyoming,Lysandra Cantrell,1482,9040181,5,13,341,6,Talon Harris,ED Loan,57419075,Declined,Consumer,Non-Interest Bearing,97591512
345,12/25/2021,Ohio,Pascale Joseph,4053,4244549,3,23,888,4,Talon Harris,ED Loan,50101480,Withdrawn,Consumer,Non-Interest Bearing,61069607
346,11/7/2022,Oregon,Darrel Lynch,3238,7027052,4,23,734,4,Talon Harris,ED Loan,76434754,Approved,Consumer,Non-Interest Bearing,70977293
347,7/25/2022,Indiana,Hedy Shepherd,4735,3117591,2,18,1138,5,Talon Harris,ED Loan,88794312,Declined,Consumer,Non-Interest Bearing,58045706
348,3/8/2022,Virginia,Herrod O'donnell,7248,4764243,3,19,611,3,Talon Harris,ED Loan,66617367,Withdrawn,Consumer,Non-Interest Bearing,76006904
349,10/25/2022,Iowa,Carolyn Nolan,1440,7679583,2,13,832,6,Talon Harris,ED Loan,72392459,Approved,Consumer,Non-Interest Bearing,60600044
